,ID,REPLY,LIKE,LIKE2
247,진룬민,10:47  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ 택조아재 연기력 도랐네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2.6천,2600
248,CatSsue,15:58 광용샘 뒤에서 커어커어 잠... 참아재 귀여우셔...,11,11
249,김뚜꾸,이영상은 어차피 1000만 넘는다.왜냐면 계속봐도 재밌기때문이다,2,2
250,Joanna,i wish there was eng subs,9,9
251,강샤론,한때 빵강 초록 등산복 붐이었는데우리 아버지들은 여태 그걸 입고계시네요~,0,0
252,단또,진짜 졸라 재밌네 시간 가는줄 모르겠다,2,2
253,해나,호주에서 격리하는동안 하루종일 한사랑산악회만 봤더니 제 말투도 택조화 되버렸습니다 책임지십시오,34,34
254,heejini love,대박  ~~!! 너무리얼해  정말 연기 잘하십니다~!!!^^,1,1
255,킹콩,명작이다 진심으로,5,5
256,esteem kan,영남회장 말투 기가막히게 리얼하네요. 배꼽잡고 웃었네요. ~~  응원합니다~~ㅋㅋ,1,1
257,Joonik Kang,스토리라인이 가벼우먼서도 재밌네,1,1
258,크케잌,레알 이게 무슨 컨텐츠인지 유튜브의 새로운 인간극장 비지엠 뺀 인간극장이다 ㅋㅋㅋㅋㅋㅋㅋㅋ 아니 나는 왜 이걸 계속 보고 있는것인가??,1,1
259,수진,근데 진짜 구라 안 치고 내가 어렸을 때 아빠 동창회랑 이것 저것 따라다녀 봐서 아는데 ㄹㅇ로 똑같음 저기서 좀만 더 이상한데에 고집있으면 환상적,6.5천,6500
260,람매의하루,진짜 디테일 쩐다 ㅋㅋㅋㅋㅋㅋㅋ,1,1
261,김인진,아 진짜 너무 웃기네요 ㅋㅋㅋㅋㅋㅋ 요즘 이거때문에 현웃터집니다. 한방 치고 싶네 진짜 웃깁니다 ㅋㅋㅋㅋ,4,4
262,은초보 Eunnoob,서로 산에서 사진 찍어줄때 폰카인데 줌으로 땡기고 막 화면 흔들리는거 찐이네요..ㅋㅋㅋ 우리 아빠인줄...ㅋㅋ 아빠들에게 줌 중요하죠 ㅋㅋㅋㅋㅋ기절ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,4
263,레이다나의 겜방,나는 진짜 더도말고 딱 1화가 제일 최고였음ㅋㅋㅋㅋ 그 하트는 진짜 허파 디집어짐,0,0
264,김루이의 터래기,3:08:06 아 진짜 너무 웃기네 ㅋㅋㅋㅋㅋㅋ빵으로 뭐만들고 있냐고 한거에서 개터짐,11,11
265,흐구먼,1:00:15월요일은 원래 술마시는날화요일은 화나서 마시는 날수요일은 수수하게 마시는 날 목요일은 목빠지게 마시는 날 금요일은 금방 만나 마시는 날토요일은 토하면서 마시는 날일요일은 일안해서 마시는 날,1.7천,1700
266,nanaun 나나윤,3-4일 몇 일에 걸쳐 보고 있는 난 뭐지씻을때도 볼륨 최대로 틀고 밥 먹을때도,2,2
267,유난히,인간극장 팬인데 잘보고있어요,0,0
268,행복만땅,이호창씨 너무 좋아,1,1
269,스트로베리,감사합니다 피식대학덕분에오랜만에울면서웃었습니다ㅜㅜ ㅋㅋㅋ ㅋㅋㅋㅋ,1,1
270,나짱호,아니 계양산 간거 왜캐 감동이여 나도 갈걸 그랬어 나도 오이챙기고 열정 넘칠수있는데 에그..꽃기 함 머그러 가야지,1,1
271,나다라,1:40:38 택조형님 휴대폰 케이스 탁탁하는거 왤케 간지냐,802,802
272,_ Hoyeun,55:03 걷는 뒷모습까지 존나 완벽. ㅋㅋㅋㅋㅋ 와,2,2
273,너의 이름은🎗️,택조 얘기 넘 슬프네. 어제가 제일 힘든 줄 알았는데 오늘이 더 힘들더라. 내일은 두렵다는 말이 참 슬프지만 공감 되고 그러네요.,4,4
274,코디제니Your Co-designer,아니 피식대학 이름을 너무 잘 지은게 요즘 아저씨들 대화나 갑자기 훅들어오는 아재개그 들으면 저도 모르게 내적피식 하고잇어요 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,4
275,쏘루쏘루,중간중간 너무 리얼해서 놀랜다 진짜ㅋㅋㅋㅋ,10,10
276,헤헷얌,열정!열정!!열정!!!,1,1
277,젠틀리,난 택조아재가 젤 맘아파..ㅜㅜ 딸가진 아빠라 그런가. 맘도 여리고,491,491
278,Dogun Lee,와 개그맨들 관찰력 오지는구나 진짜,1,1
279,개뚠이,피식대학 사랑해여 요즘 삶의 낙 ㅋㅋㅋㅋㅋㅋ 보느라 밤샘 인스타도 해주세요,0,0
280,임태순,열정 열정 열정!!,1,1
281,beagle71,RM이 다닌 등산코스랑 같은거 같아요~ One Love Mountain 렛츠기릿~!  봄되면 가봐야 겠어요~열정 열정 열정,0,0
282,김동겸,1:07:14 이거 왜 아무도 언급 안해줘ㅠㅠ 내 최애인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케케,1.9천,1900
283,Free sia,아  너무 웃겨 ㅋㅋㅋㅋㅋ처음엔 연기를 뭐 저렇게 능글맞게 잘하나 하면서 봤는데 이젠 그냥 산악회 아재들 몰래 훔쳐보는 거 같고 ㅋㅋㅋㅋㅋㅋㅋ 옛날 무도에서 했던 무한상사 감성도 느껴지고 너무 좋음ㅠㅠ 유튭의 순기능이다 정말ㅋㅋㅋ 건강하시고 적게 일하시고 많이 버세요~열정열정열정!!!,155,155
284,ㅇㅇ,전설의 시작..,1,1
285,espoo,배용길 개좋아 개멋있어 배용길 아저씨 짱,0,0
286,이경화,진짜 다 어디선가 들어본 아재들이 한말들,2,2
287,메가테크,4명의 완벽캐미 ㅋㅋㅋㅋㅋㅋㅋㅋ 평범한 일상이지만 특별한 경험 ㅋ,9,9
288,귀찮,한사랑 산악회 테마곡이 뭐예요?그 하모니카인지 암튼 중간중간 나오는 곡 있잖아요 너무 맘이 편해지거든요 알고싶어요 너무 좋아요 맘이 노곤노곤해지며 다 용서할 수 있을것 같은 느낌이 들어요,65,65
289,Amber Park,광요이 아재가 자꾸 눈에 밟혀서 생각해보니 저 연두 등산복 우리 아빠한테 비슷한거 있는 것 같음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 게다가 우리가족 친척 아재들 다 느릿느릿하이 약간 마이웨이끼도 있어서 뭔가 더 익숙한 너낌,42,42
290,여니여니,광용쌤 아프지마세요,6,6
291,조제,25:20 ㅋㅋㅋㅋㅋ 춤 너무 잘춰,360,360
292,마리,아따 마 이게 감성이지 요즘아들 인스타뭐시기한다고하던데 이런게 감성아이겠슴니꺼 허허..! 모자쓰신분 열정!열정!열정!! 잘 보고갑니다 와이프한테 쫒겨났는데 제가 다 힘이납니다ㅋ 나중에 막걸리 들고가겠습니다 집이 요 근처입니다.     열정~~~!,2,2
293,치즈,와 진짜 울아빠같아... .. ....진짜 충격적이다 아빠들 다 이런가 어떻게 이렇게 똑같을 수가.... 특히 이박사....,62,62
294,이태정,2:13:49 에 나오는 노래? 좀 알려주세요..ㅠㅠㅠ 제발..ㅜㅜㅠㅜ,1,1
295,두부사랑,택조 빌드 레전드 1:08:05,157,157
296,Babytochy,1:40:21 부터ㅋㅋㅋㅋㅋ이택조아재 휴대폰 커버 펄럭 거리는거 디테일ㅋㅋㅋㅋㅋㅋㅋ 주변 어른들 중에 말씀하시는데 저런 분 계심 진짜 이택조 아재.. the love.. 저렇게 펄럭 거리면서 강조하는 말할땤,1,1
297,맞말,2:08:12 명언 시작,48,48
298,두두둥,1:00:05 술마시는 날 by택조1:44:08 야마1:50:27 기호2번3:10:37 광용아!!!!!!!!!!!!!!!!!먹으면 안돼!!!!!!!!!3:14:24 택조sns사진찍기3:22:13 추석러버택조(with 새뱃돈)3:22:31 병풍 뒤 택조3:13:04 광용이 부르기1 어!어!어!!!3:22:55 광용이 부르기2 어!어!어!!!!3:23:20 채광아래 영남 사진찍어주는 쩍벌택조,8,8
299,익명,간만에 한사랑산악회 정주행하고 있는데요...자꾸 영남회장님 말하시는거 들을때마다 위화감이 느껴져서 보면서 뭐지뭐지 하고 있었는데우리 교수님 말투랑 말도 안되게 똑같아서 그런거였음 60대 경상도인... 진짜 자각하자마자 소름ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
300,유안나,3:09 ㄹㅇ 소름 돋는다 잠 다깸 얼마전에 우리 아빠가 한말임;; ㅎㄷㄷ,4,4
301,최진,우리아빠 산 갈때마다 저렇게 놀고 있었구나...산갈때 프리타임좀 챙겨드려야겟다 친구분들이랑 나눠드시라고......,28,28
302,찬스맨ChanceMan,"BTS세계관, 애니세계관보다 한사랑 산악회 세계관이 더 좋아",5,5
303,와캬퍄,1:17:00 연기 미쳤다 진짜 ㅋㅋㅋㅋ,12,12
304,많이먹어잼민아,와 우리집앞 대모산ㅠㅠ,0,0
305,JK L,"아차산도 가주세요높이는 300메다로 높지 않지만 날씨 좋은 날에는 올라가면 한강과 롯데월드 타와, 광장동 와카-힐이 보여 뷰가 좋습니다 ^ㅇ^",1,1
306,B.E B.T.S,Waiting for Eng lish Sub ,9,9
307,강꽃송이,한사랑 덕에 우울한 요즘 힘이되요ㅠㅠ 정말 너무 힘든데 힘이나요ㅠ,19,19
308,유튜브보는계정,저기서 이제 애기한명 따라다니면 완벽,0,0
309,이정은,진짜 피식 웃게 만드는. 너무 웃겨요,1,1
310,쥬우니,ㅋㅋㅋ 아 우리집 이 근천데 자주 갈걸 ㅠㅠㅠ,0,0
311,김대규,처음에 사진 찍을 때 손 진짜ㅋㅋㅋㅋㅋㅋㅋㅋ 내 하루 웃음포인트다 진짜ㅋㅋㅋㅋㅋㅋㅋㅋ,4,4
312,맞춤법 빌런,1:33:35 연예인들 성 안붙이고 이름만 부르는거 국룰ㅋㅋㅋㅋㅋ울 아빠는 강호동씨 보고 맨날 호동이 많이 컸다그러고 엄마는 이영자씨보고 영자는 피부 좋다함ㅋㅋㅋㅋㅋ,317,317
313,요스케,봐도봐도 질리지않는다,21,21
314,신꿀이,18:41 택도없다 이부분 왜캐 자연스럽냨ㅋㅋㅋㅋㅋㅋㅋ,21,21
315,정유진,실없는 농담하고 자기가 더 크게 웃는거 너무 찐이라고ㅠㅠㅋㅋㅋㅋㅋ넘웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,20,20
316,예몽이,디테일이 장난없어요ㄷㄷㄷ 아저씨들이 젊은이분장한건가 싶을정도,0,0
317,Chi Yeong,1:19:21 이택조 연기 개웃기네 ㅈㄴ 잘한다,1,1
318,아무나 봐라,ㄹㅇ 택조햄 케이스 사고싶다,0,0
319,이도도도도,와씨 진짜 존똑 개리얼이네 어릴때 울아빠 모임 따라가면 김영남같은 아재들 많았는데ㅋㅋ,26,26
320,남Inh22,아 뭐해요 블렉야크 지원 들어와야지...!!!!!!!!!!진짜 내일부터 회사에서 열정열정 열정!!! 외칠거에요,1,1
321,James The commissioner Gordon,아 진짜 이거 존나 웃기네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 마지막에 뭐 만들고 있어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 캐릭터 진짜 조합 쩐다. 천재들이다 이건,32,32
322,키티,아 세수할때 겁나 웃었네ㅋㅋㅋㅋㅋㅋㅋㅋ,4,4
323,뿅뿅,2:41 김치사인 돌리는거 우리 아빠랑 존똑이라서 터짐ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,509,509
324,3년 전 • 26년 전 • 3시간 전,시작할때마다 포즈잡을때 다 재각각인거 준내 웃기넼ㅋㅋㅋㅋㅋㅋ,1,1
325,정성욱,진짜 이런 개그는 처음본다 웃겨서 생쨔증이 날려 그런다 감사합니다 피식대학,69,69
326,max,영남회장 하이텐션 쩐다 ㅋㅋㅋㅋ,0,0
327,S급루키,열정 열정 열정 따러서 할때 힘이 솟는다,1,1
328,애송이버섯,딸어이가.추천해줘서.재밌게.보고있읍니다...^^,0,0
329,Poco_Salon뽀꼬살롱,3:08 우와..어른들이랑 저기가면 꼭 이얘기한번씩나오던데 ㅋㅋㅋ진짜현실적이네요,1,1
330,거위위,1:08:53 https://youtu.be/MUuNDb-nm5M이거 진짜 좋아여 ㅠㅠㅠ 개띵곡을 아시다니 역시..!!들으시는 김에 Eric Clapton - Tears in heaven 도 들어보세여!!,1,1
331,Seol Paek,와 용길이 진짜 교포 아재같애 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,186,186
332,Bag Hog,나는 인트로 노래 좋아서 미치겠다 중간에 부산항구도 퓌퓌 ,4,4
333,진미채,1:10:24 폭죽을 연상캐 하는 폭발적인 분수쇼,6,6
334,lana,진짜 어렸을때 아빠따라 모임 많이 갔었는데개 똑같음ㅋㅋㅋㅋㅋㅋ 졸라 특유의 아저씨들 냄새 나면서 구수한 말들 듣다보면 내용도 웃겨 ㅋㅋㄱ,1,1
335,진미채,1:40:08 택조 말투ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아따 좋아,5,5
336,내가니 누나라니!!,열정!열정!열정!,0,0
337,김풍성,2:58:30 이 분도 연기 진짜 잘하심 ㅋㅋㅋㅋ,400,400
338,캐리왕,아 주체할 수 없는 이 디테일...ㅋㅋㅋ,0,0
339,해소,54:37 내 눈물 포인트,4,4
340,땅콩,아진짴 양재역 근처에서 카페알바하는데 등산하시고 오시는 아재들이나 술취한 아재들 엄청 오시는데 너무 비슷해욬ㄱㅋㄱㅋ큐큨,0,0
341,Sally's,민수씨. 넘 우껴요 진짜 ㅋㅋㅋㅋ ㅋㅋㅋㅋ허파 히떡 디집어 진다이~,1,1
342,Black Day,나는 왜 이영상을 틀어놓고 잠을 자는걸까...,4,4
343,동동,아재들 사이에 한명씩있는 허리나 다리아픈 말수적튼 아재랑 미국살다온 신사아재 섞여있는거 디테일 조지네 와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.3천,1300
344,RK,"택조형님 명언하나 띄우셨네요 ""어제가 제일 힘든줄 알았더니 오늘이 제일 힘들어. 내일은 겁이나"" 크",2,2
345,suk kim,개그맨분들은 연기도 잘하는구나!,2,2
346,Hyunhee Kim,남준이한테 또 고맙네 이런걸 내가 보다니~~!!진짜 공감능력  열정 ~!!  이거보면서  우울증 달랬네요 ㅜㅜ 엄마한테 빌린돈인데  이제갚는다고 전해줘라 하셨던  동네 아저씨  아줌마 생각도 납니다.  그거 제가 중간에서 제가 쓰고 드리기도했고 삥땅 치기도 하고  그땐 1.2만원도 큰돈이라~,38,38
347,고구마호박,택조아저씨 세수하는 거 개웃기네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리 아빠인줄,14,14
348,아무,05학번 이즈 백으로 ㅈㄴ 폭격받다가 한사랑산악회로 힐링함,0,0
349,Daddy YOON,아 진짜 드라마 같아서 무료할 때 보면 꿀잼이네,23,23
350,77 7,나만 울었어..? 시도때도 없이 눈물 나노.. 울리는 포인트들이 있어 ㅋㅋㅋ .. 아 증말 웃으려 왔는데 울고 가네 ㅎㅎ 물론 웃었어요!!,1,1
351,Chocoboo,이게 뭐라고 난 일도안하고 보고있지 개재밌네,1,1
352,100종원,그립읍니다..,1,1
353,All do,무한도전의 무한상사편 만큼 너무 재밌어요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,35,35
354,5씨엔,1:05:47 설마 오른쪽에 계신분이 진짜 정 광용 선생님이신가....ㄷㄷ,1,1
355,위제트 WEZT ONE,한국코메디 하이퍼리얼리즘의 시작,2.1천,2100
356,혼모노,3시간 넘는 영상이라 지레겁먹고 잠깐 보다 나갈생각으로 들어왔다가 다보고갑니다,5,5
357,Lake,2:56:16 택조아저씨 힘내요...,13,13
358,김민지,아ㅋㅋㅋㅋ이번에 첨봤는데 넘 재밌네요,0,0
359,신주쿠,3:00:16 달달하이 진짜개리얼하네,759,759
360,웃부,않이 이거 보니까 연관 으로 진짜 등산 아재분들 나오시네 ㅋㅋㅋㅋㅋ,4,4
361,황혜빈,여기 적어준 하이라이트만 봐도 다 본거임그 중에 택조 아재 34:27 이건 꼭 봐야함,23,23
362,ᄏᄏᄏ,다 실제로 본듯한것만 나오네요 그래서 더 잼나요ㅋㅋ,0,0
363,두리,"전엔 북한산 올라가다보면  승가사 란 절이 있지  당시엔 진흥왕 순수비가 북한산에 있어서  순수비 옆에서 많은 사람들이 사진을 찍었지 물론  칠공 세대인 나도 사진을 찍었지  세월이 덧없이 흘러가는구만   그래요 고등학교때 김신조 가 넘어왔지  옛날 추억을 생각하며 한국말 중에서 가장 슬픈말""안녕"" 을 생각하며 갈날을 기다리는데  눈도 침침하고   언덕을 걷다보면  숨도차고  많은 여성들을 힘들게 했던 나의 화려했던 학창시절도 생각이 나는구만.",1,1
364,도훈YouTube,맨날 잘때 들으면서 잠,2,2
365,Dustin KIM,38:42 이후에 발가락 양말 보고 진짜 기절햇습니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
366,Eric K,명작이다,0,0
367,minjun kim,"택조 아저씨 처음엔 말투 어색했는데 ㅋㅋㅋㅋㅋ점점 자연스러워,,,,",79,79
368,나는문제없어,아 전라도 사람인데 진짜 사투리빼곤 와닿는게 너무 많네요 이걸왜 이제 봣지 너무 웃긴데 슬프기도 하네요..,0,0
369,미밍,아 택조아저씨 울 이모부 그 자체 ㅋㅋㅋㅋㅋㅋㅋ 자기가 개그치고  제일크케 하아학핰카카 웃는거ㅋㅋ,36,36
370,벌어서냥주자,아껴보는중입니다!!가입 방법은 언제 알려주시죠???!!!!!,0,0
371,Pupu Jordy,"니키리 프로젝트 시리즈에 버금가는 예술야 ,, 놀라워",0,0
372,아침에사과,배용길씨 웃는게 이수만을 꼭 닮았네요 ^^,0,0
373,Choi ik hyun,진짜 피식대학은 디테일 존나 신경써서명작만듬ㅋㅋㅋ,90,90
374,Jaeyoung K,42:50  여기서부터 진짜 아저씨들 싸우는것같아서 빵터짐ㅋㅋㅋㅋㅋ 개웃겨ㅋㅋㅋ,41,41
375,기여운햄서터,43:48 택조땜에 각자 웃참 중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3,3
376,로얄밀크티,광용아저씨가 진정한술꾼이다 크림빵에 꿀호떡에도 술을마시는진정한 꾼,0,0
377,낭낭앙낭,산악회 회원 다른분 한명더 영입해도 재밌겠다,1,1
378,찹쌀탕슉,개콘은 뭐했길래ㅡㅡ 이런 인재들을이제서야 만날 수 있게 한거지?,521,521
379,Hello MF,민수씨 이제 그냥 일상적인 말투조차 전두길 선생님이네 ㅋㅋㅋㅋㅋㅋ,45,45
380,은나,43:45 택조 웃통 dance 시작,98,98
381,Yujeong Choi,내가 이걸 왜 보고있는디 모르겠지만ㅋㅋㅋ멈출 수 없어..,19,19
382,비비큐지농,프리스타일 잘 봤읍니다~,1,1
383,이민영,순대 쌈장에 찍어먹으면 존맛탱인데....,1,1
384,마른고등어,38:54 와....발가락 양말 까지 완벽... 안보이는곳 소품까지...,0,0
385,vnvnq vn,한사랑 산안회 1회부터 팬이였는데 10:42 이 부분이 올 타임 넘버원 디테일콧구멍 막고 코풀고 말하다가 가래 끓는 소리 내는거,439,439
386,ILY,오늘 첨봐요 근데 배용길 아저씨는 진짜 아저씨 섭외하신거죠? 퀄리티 굉장한걸요?,1,1
387,지드,아부지들 겉은 자식 욕이지만 내용은 자랑인 부분 ㅋㅋㅋ 정말 현실고증 ㅋㅋㅋ,16,16
388,멀방,7:3020:2243:471:39:492:58:143:09:10,1,1
389,죽아저씨Uncle Zook,고양시 백석동에 진짜 엘비스라는 LP바가 있는데 디테일 미치겠다... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
390,A.K.A GEO,진짜 택조삼촌 너무 내삼촌이었으면 좋겠다,0,0
391,d.o_studio,와...세시간동안.. 저러는거보면 연기가아니다..실제로. 한사랑산악회가 분명해..,14,14
392,김인진,택조 아져씨 닭뜨거워서 탁탁 치는거 진짜 눈물 흘렸네요 ㅋㅋㅋ,9,9
393,노니염불,회장님=전한길쌤 ㅋㅋㅋㅋ열정열정열정!,0,0
394,봄날의 Crazy Bear._.sis.,택조 내 최애 ㅋㅋ,0,0
395,벼락장인[Lightning master],광용아저씨가 제일 귀여워♡♡♡귀여워 귀여워 전형적인 외유내강스타일,24,24
396,누룽이,48:34 열정도 없는겤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24,24
397,Camille,1:11:07 갠적으로 진짜 ㄹㅇ 현실고증,822,822
398,Messy Muse,처음엔 택조아저씨 캐릭터 잡아가느라 어색한 사투리 쓰는게 너무 웃김,3,3
399,Hyejin Cho,갱상도 아버지를 둔 딸로써 회장님이 진짜 레알 찐임 울 작은아빤줄,38,38
400,팩트,43:51 광용이 웃고나서 아픈척 연기ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,173,173
401,일기처럼읽기,아 진짜 정광용이 기여워죽겟네,4,4
402,Simon Baek,진짜 잘만들었네 ㅋㅋㅋㅋㅋ,3,3
403,MYUNG SUN뭉순임당,아 버스 4시간 타야하는데 감사합니다... 감사합니다...,42,42
404,KwangYoTerio,3시간 15초 갑분  킬링 포인트,1,1
405,짭짤한 설탕,1:58:46 스냅 쥑이네!,0,0
406,김은아,ㅋㅋㅋㅋ진짜 너뮤윳겨욬ㅋㅋㅋ큐ㅠㅠㅠ눈물나여 열망열망열망!!!,0,0
407,ari 1120,우연히 보다가 이 시간에 1시간째 보고 있음.,2,2
408,모어쌍,매일매일보러옵니다,0,0
409,N,이제 보니깐 택조아재 초반에 사투리캐였네ㅋㅋㅋㅋㅋ 서울촌놈 느낌이 좋음ㅋㅋㅋㅋ지금이 굳,24,24
410,류다혜,배우로 전향해서 연기해야되믄거 아닌가 ... 택조아저씨,0,0
411,Ciruelo,김 영남이는 묘하게 김홍파랑 김신영을 섞어 놓은것 같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,15,15
412,우주,우리 아빠가 5호선 종착역인데 택조아저씨랑 몸체가 또옥같네,1,1
413,Yellow 5,준며들다 보다가어찌 어찌 길은지 보다가결국 여기까지왔는데이사람들 뭐가 이렇게닭살돋고 민망스러우면서재밌지?본인들 끼 다풀고사는이냥반들이 참 부럽다♡,0,0
414,N p,우와 진짜 일반인 산악대 아저씨들인줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
415,김씨,아니 스토리 왜캐 탄탄해요;; ㅋㅋㅋㅋㅋ 댓글에 있는 웃긴장면만 보다가 그냥 처음부터 봤는데 지금 2시간 17분 돌파했습니다....,62,62
416,김혀니,회장: 광용이 어뎄는거야?이택조:어이!! 어이!!와ㅋㅋㅋㅋ미친 연기ㅋㅋ개웃겨ㅋㅋ,0,0
417,ㅇㅅㅇ,3:00:25 웃음 터지기 일보 직전 ㅌㅋㅋㅋㅋ,8,8
418,삐뇽..,아 진짜 봐도봐도 안질린다.. ㅋㅋㅋㅋㅋ 산악회인데 다소 소인원임 근데 회장 부회장 다 잇음 ㅋㅋㅋㅋㅋㅋ,5,5
419,욜키부인,쓸데없는 걸 쓸데없이 잘 하는 사람들의 모임,1,1
420,letsgo99,다들 얼굴이 넘 애긔야.. ㅋㅋ,13,13
421,arum,8:32 택조아저씨 세수할때 스쿼트 자세로 귀까지 빡빡 닦는거 진짜 극사실주의네요.....아 진짜 미치겠다....ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,615,615
422,최민석,38:55 뒤에 누워계시는 ‘진짜’,158,158
423,Moo hyun Lee,2:04:52 광용샘 목소리 이렇게 커진거 처음 봄ㅋㅋ,3,3
424,BLLNN A,15:40 부터 나오는 피아노 브금 제목이 뭔가요??,1,1
425,Song Song,이정도면 그냥 정극 배우들,2,2
426,나야나,난 왜 틈만 나면 이걸 보고 있지? 학교에서 실습할때 쉬는 시간이면 이걸보고 학교에서 열정 열정 열정을 외치지?,0,0
427,까까,8:32 아 진짜 살려줘 개웃겨 아진짜 귀 닦는 디테일 미칠거같애 ㅠㅠㅜㅜㅠㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,16,16
428,오디후니,17:18:00 영남회장 은근 웃음 참는다 그죠잉?,0,0
429,Byeonghak Lee,41:20 같이 뛰는거 존나 웃기네 ㅋㅋㅋ,123,123
430,하고 싶은거 다 하는 채널,흑흑 너무 웃겨요 쉿팔 ㅠㅠ 너무 재밌어 끝까지 다 봤네~~~~ @.@,0,0
431,케이팝모델세수머신택조,오늘도 복습하고 갑니다 @->----,0,0
432,Simon Baek,한국판 오피스 찍어주세요 이런 느낌으로,1,1
433,Rirififiri Ddll,와진심 연기력이 미쳤는데?,21,21
434,리나,44:00 광용이 조용히 허리잡고 자빠져잇는거 개웃기네 웃다가 침흘림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
435,웨딩피치릴리💙,와진짜 지금까지 뻔한줄알고 이제봣거든? 역대급컨텐츠 ㅇㅈ이다 ㅋㅋㅋㅋㅋㅋㅋ,2,2
436,나비의꿈,나이들은 나랑 몇살 차이 안나는거 같은데 연륜이 느껴지는 이 느낌뭐지...ㅋㅋㅋ,2,2
437,날맑은,2:10:00 아 미쳤다 개욱곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
438,엄마의 시선,44:10 미쳤나봐... 진짜 미친거지..,1,1
439,호지자불여락지자,李택조 선정 ‘잠자기 전 3시간 떼우는 방법’ 1위,75,75
440,대책없는 채널,1:03:34 광용쌤 들어가서 아쉬워했는데 혁이ㅋㅋㅋㅋㅋㅋㅋ,75,75
441,훈이.,2:41 난 왜 이게 제일 웃기냨ㅋㅋㅋㅋㅋ진짜 우리 아빠도 영상같은거 찍으면 저러심ㅋㅋㅋㅋㅋ,2,2
442,몽상이들 Dreamers,아ㅋㅋㅋㅋㅋㅋ 진짜 너무 웃기네,0,0
443,김띠띠,손하트 볼때마다 웃겨죽엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
444,리사 이,하원 하러 가야 되는데 ㅋㅋㅋㅋㅋ 미치겠네요 ㅋㅋㅋㅋㅋ,0,0
445,귀염이,1:10:18 멀리 앉아서 보고있는거 찐 리얼하다 ㅋㅋㅋㅋㅋㅋㅋㅋ,1.2천,1200
446,Jinn,아니 카메라 무빙도 담아내는 게 장난아닌듯 ㅋㅋㅋㅋㅋㅋ,9,9
447,??,처음에 이거 볼때 찐으로 산악횐줄알고 뭐야..하고 껐는데 연기 진짜 잘하시네ㅋㅋㅋㅈㅋ,1,1
448,명탐정버논,6:17 아깜짝아 멤버 늘어난줄,3,3
449,잠이와요,광용쌤 따뜻해...,0,0
450,Chris Kang,유입 완료. 후회없는 선택.,1,1
451,문제인,43:48  멤버들 현웃터진거 개웃기네 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,448,448
