,ID,REPLY,LIKE,LIKE2
51,Harry22,웃다가 울다가 진짜 빠져나갈수없읍니다 감동 드라마 열정 열정 열정!!!!!,28,28
52,九州狩りKYUSHUGARI,한사랑 산악회는 역시 몰아보기로 봐야해ㅋㅋㅋ,3,3
53,JM Lee,대한민국 모큐멘터리 코미디 장르에 한 획을 긋는 작품입니다~,6,6
54,이춘삼,어쩜 이리 아자씨들 마주치는 곳 현실 어디선가에서 본 듯 디테일 고증(?) 쩐다ㅋㅋㅋㅋ택조아재는 진짜.. 어찌 이리 어디선가 본듯 아재연기 쩐다 ㅋㅋㅋㅋ,6,6
55,병건이는 못말려,진심 저 산악회에 가입하고 싶읍니다,36,36
56,이수성,나 왜 이거 처음부터 끝까지 다 보고있냐.. 대박이네 정말ㅋㅋㅋㅋ 중독성,4,4
57,la la,이택조 아저씨 진짜 연기 너무 잘함 ; 슬픈 씬 연기할때 넘 울컥해버리네 웃긴 컨텐츤데 ㅋㅋㅋ ㅋㅋ,11,11
58,해빗,너무 웃기네요..  각 캐릭터별 디테일 진짜 좋습니다.,4,4
59,탄수중독,"내 소울메이트 1박2일 시즌1을 떠나 이젠 한사랑산악회에 안착해버렸다.. 주변소음 필요할때, 잘때 거의 항상 틀어놓고 있는다 좀 있으면 대사도 다 외울듯 ㅠㅠㅠ",5,5
60,이영욱,"43:30 올타임 레전드 ㅋㅋㅋㅋㅋㅋ 진짜 ㅈㄴ 웃김 ㅋㅋㅋㅋ 마지막 ""광용이!!""까지 넘 조아",194,194
61,박가은,어제 북한산 갔다왔는데 한사랑산악회 회원님들이 우글우글해서 혼자 빵터졌어요ㅋㅋㅋㅋ 진짜 현실고증bb,1.2천,1200
62,캐리왕,이게 진짜 관찰력이 좋아야 함. 디테일 살리려고 얼마나 노력했을지.,32,32
63,Traveler Check,실제로 산악회 경험이 있어야 저런 메쏘드 연기를 할 수 있지..진정한 뼈그맨들이다,17,17
64,김진영,"한사랑산악회 알라뷰,,,, ",3,3
65,AK,아니 무슨 인생영화 처럼 이걸 몇번을 돌려보는지 모르겠어요. 등산 매주 가주세요 ㅠㅠㅠㅠㅠ,6,6
66,해피랑보리가보고시퍼만든채널,엘퓌바 사장님 편집 다시부탁드려용  수면용으로 8시간 한사랑 만들어주세용!! 잘때마다 틀고자는데 중간에 끊기면 새벽에일어나 다시틀고자용ㅠ,1,1
67,MC천불,"시트콤같기도 하고 8,90년대 개그 꽁트같기도 하고 명랑만화같기도 하고 내가 너무나 좋아하는 감성이에요 웃기기도 하면서 힐링되네요^-^",28,28
68,할라삐뇨,와.. 머니게임보다가 들어왔는데 너무 평화로워서 힐링이되네요..,7,7
69,o,아 빵빵 웃길 줄 알고 봤는데 피식피식하면서 볼 수록 편안해지는... 그 밥먹으면서 보기 좋은 만화나 예능같은 느낌이랄까... 좋다... 조와...,10,10
70,이웃어요,와~!!진짜너무너무너무너무 잼있게 봤습니다 네분다 너무 사랑스러운 아저씨입니다! 3:7분 진짜 지하철에서 미친듯 낄낄거렸습니다,0,0
71,MS,잠안올때 결산시리즈 보면 기분좋게 뚝딱임,2,2
72,jolyn,ㄹㅇ... 아빠가 조기축구회장 15년 하셨는데 맨날 저럼.. 그냥 산악회 분위기 그대로 ㄷㄷ,2,2
73,YOUNGHO KWON,아버님들 건강하시고 오래오래 뵐수 있으면 좋겠어요. 열정!열정!열정!,19,19
74,조혜수,재미도 있는데 따뜻한 포인트 많아서 가끔 이거 보고 욺ㅠㅠ,10,10
75,소현주,너무  재밌어 ㅋㅋㅋ    하이킥 시리즈같이 옛날같이 재밌는프로가 없어서 아쉬웠는데  유튭말고 공중파에서 이프로보고싶다,10,10
76,LEE움냠냠,"ㅠㅠ넘좋다. 영남회장의 갑자기 큰소리치는 그악센트, 혁이 아버진줄몰랏던 물리쌤... 다들다조아",1,1
77,냥폼,제발 이멤버 이대루 오래 해주세여ㅜ.ㅠ 내 힐링영상 영남택조용길광용아재 샤룽해요♡,2,2
78,밈미맴맴매,이거보면서 웃기고 유쾌한데도 울컥하는 이유가 우리 아빠는  저렇게 친구들끼리 등산갈 생각도 못할 정도로 늙어버렸다는 것.체력과 뼈가 안좋아져서 모임가서도 저렇게 싸우고 즐길 여력도 남지 않았다는게 너무 슬픔,101,101
79,l¡ngö,진짜 이런 콘텐츠를 공짜로 볼 수 있어서 행복하당,22,22
80,Ga Na,열정 !열정!  머릿속에서 계속 울려요 ㅋㅋㅋㅋㅋ,4,4
81,Yera,이거 브이로그인가...? 와 특징도 너무 잘 잡으시고 디테일도 미쳨ㅋㅋㅋㅋㅋㅋㅋ,11,11
82,Andrew,36:08스텝 진짜 리듬감 넘치네,13,13
83,혜진 한,피식대학을 몰랐더라면한사랑산악회를 몰랐더라면자유시간이 원래 하모니카만한지 몰랐을텐데 새벽에 또 봐도 나를 이렇게 편안하게 해주냐,3,3
84,뽀CH작룔女。•♡,광용쌤 존나 재밌음 그 조용한 분위기에서 나오는 아우라가 걍 개욱김 ㅠ,141,141
85,한국어로TV,"이건 ㄹㅇ 2020년대의 순풍산부인과,지붕뚫고 하이킥이다.",4.3천,4300
86,밍,나 무도틀어놓고 밥먹었는데 지금은 한사랑산악회 틀어놓고 먹네  개쥬아 ㅠㅠㅠ,30,30
87,이소연,"가만보면... 인생관도 뚜렷하고, 항상 낭만을 잃지 않고, 경제적여유 있어 안정적이고, 돌아가면서 베풀고, 어설픈 몸짓과 말투에 한 겹 가려졌을뿐 멋짐 그 자체네",67,67
88,긍디승디,같이 등산가고싶다ㅋㅋㅋㅋㅋㅋ,4,4
89,딸기,광용쌤 연기가 진짜 진짜 힘든거에요 ㅋㅋㅋㅋ 진짜진짜 최고!!!!!!!!,38,38
90,ᄒᄋ문학쟁이,3:01:48  안주 구성 ㄹㅇ 소름이다 진짜 산악회안주 ㅋㅋㅋㅋㅋ,194,194
91,호롤로,허루ㅜㅜㅜㅜㅜㅠㅠㅠㅠ드디어 한사랑산악회 몰아보기가 나왔네요ㅠㅠㅜ 며칠전에 한사랑산악회도 몰아보기 나왓음 좋겠다 생각했는데 이런 운명이..!!!다음주에 시험 치고나서 볼거 찾고 있었는데 이거나 봐야겠어요ㅠㅜ 감사합니다 ㅎㅎ보고 계속 봐도 재밌는 한사랑 산악회,44,44
92,귀찮,이거 틀어놓고 출근 준비도 하고 저녁도 먹고 술도 마셔요 아 진짜 라디오같아 ㅋ,1,1
93,여니천사,"준며드는게 유행타기 한참 전부터 저는 한사랑산악회보고 항상 혼자 배잡고 쓰러졌는데 준이씨만 떠버린게 넘 아쉬워요 ㅠㅡㅠㅡㅜ 저에겐 한사랑 사천왕이 체고거덩여 ,,,, 물론 지금은 준며들었지만 ㅎ 광용쌤 간만에 영상올려주쎄요 읠쯩읠쯩읠쯩 ~~~!!~!!!",61,61
94,임윤정,열정 열정 열정 .저도 산악회 다니지만 너무 리얼해요.,0,0
95,쨔로그JJALOG,한사랑 산악회 레전드는 이 2:00:24 열망을 외치게되는 미친택조,6,6
96,짐니쿄냐,진짜 힐링되요,10,10
97,O S_S,배용길사장이 진짜 최고임 하이퍼 하이퍼 하이퍼 리얼리즘ㅋㅋㅋㅋ진짜 천재적...,276,276
98,김김은지,"3시간 짜리 영상을 몇번째 보는지 몰긋네바도바도 잼남.틀어놓고 밥먹고,틀어놓고 청소하고내 삶의 일부",7,7
99,마티스,경이로워서 무료로 봐도 되나 싶다 ㄹㅇ ㄷㄷ,11,11
100,고요,쭈욱 보고 있는데 스토리가 장난아니야탄탄해 아주.,3,3
101,매운맛커리,솔까 티비엔같은데서 예전 롤러코스터처럼 코너하나만들어서 출연료엄청주고 써도 모자를 퀄인데 연기에 스토리에 캐릭터좋고 수입도 엄청많아져서 하고싶은 컨텐츠 많이 하셨으면,79,79
102,미남굴리트,열정.이.넘침니다.한사랑산악회회이팅.열정!열정!열정!,0,0
103,철용곽,전설의시작 43:40 감사합니다ㅋㅋㅋㅋㅋㅋ 가끔 킬링포인트 잇으면 혼자 쪼개고 ㅋㅋㅋㅋ 요즘은 그냥 이거 틀어놓고 이어폰 끼고 할일합니다. 너무좋네요ㅋㅋㅋㅋㅋㅋ,302,302
104,김진희,택조부회장님 산 물로 세수 할때 귀까지 파면서 씻는 모습 ㅋㅋㅋㅋㅋㅋ 진짜 웃겨요,9,9
105,LIM sooyeop,개그맨들인지 알았는데 연기를 진짜 제대로 해버리네...정말로 우리네 아버지들 보는것 같았어요.웃다가 울다가 재미있게 봤습니다.,14,14
106,jyong,이것보다 더 훌륭한 하이퍼리즘 코미디는 없다 ... (2시간짜리 밥도둑 감사합니다 ),0,0
107,아이유,택조 세수하면서 귀뒤 귀구멍 닥는거 완전 아재다ㅋㅋㅋ,3,3
108,모스코 고니스탄,후화 씨발 한국에서 보여줄수있는 최정상 고급 코메디. 천재적이다..,28,28
109,그녀,내가 코로나 시작하고 이렇게 크게 웃은적 첨이다 ㅎㅎㅎㅎㅎㅎㅎ 우리 개그의 미래가 이렇게 밝군요 젊은 개그맨들 진짜 최고다 ㅜㅜ,45,45
110,왕냐옹,자기전에  꼭 복습하고 자요 ㅎㅎ ㅎㅎ  넘 좋아,0,0
111,muss es sein? es muss sein!,영화 개봉했다해서 심야로 예매하고 보는중..카라멜 반 일반 반 L라지 사이즈에 콜라 M으로 집어먹기 딱 좋네요ㅎㅎ 너무 재밌어요,0,0
112,진미채,53:12 눈물이 앞을 가리네 ... .. 내 주인공들,123,123
113,Apple_애뽈,몇일째.. 한사랑산악회 본다고 잠을 못자.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 친구들 만나서 이거아냐고햇더니 바로 열즈엉!열즈엉!열즈엉! 나옴ㅋㅋㅋㅋㅋㅋㅋ 산악회로 대동단결ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하 빠져서 나올수가 없다 정말 하 1일1산악회 열즈엉!,4,4
114,임정민,저이거 잘때마다 틀고 자장가마냥 들어요....짱...,1,1
115,00y,"대구 사람이 보기에 영남회장님 진짜 개ㅐㅐㅐ 미쳤음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ발음, 단어, 소품 진짜 왼벽",1.2천,1200
116,진미채,진짜 매력적인 택조.....,4,4
117,육식다람쥐,1:10:09 산딸기 먹는 입모양이 넘 귀요워요 아부짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9,9
118,긍둉이,3:08:10 아 최애다진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,135,135
119,서영,감사했습니다 정말 많이 웃었어요 앞으로도 더더 잘되길 바랄게요,1,1
120,gan_ddhi TV 간띠TV,열정열정열정!!,3,3
121,白い恋人,너무웃겨오우리딸이 보라고 해서보는데  동창 머슴아들 모습 그대로 입니다  주책맞은 아저씨들 특징 넘 웃겨요 ㅋㅋㅋㅋㅋ,686,686
122,겨언,"드디어 다 봤어요,,,정말 감격스럽네요",1,1
123,Kim Dahee,캐나다에서 십년째 살고 있는데 한국에 계시는 아빠가 생각나서 계속 보게되네요 ㅎㅎㅎㅎ,1,1
124,nwjhj44,어르신들 춘천도 한번 와주세요.,0,0
125,타로버블티,34:23  최애파트 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,243,243
126,Shine,이택조 캐릭터 대박이다~!! ㅋㅋㅋ,6,6
127,미소천사위긴스,한편씩 볼때 진짜 재밌었는데 연속으로 보니까 너무 지쳐버리네 . 진짜 옆에서 아재들이 3시간 넘게 떠들고 있는 미친 현장감 ㅋㅋㅋㅋㅋㅋ,78,78
128,바른생각,택조형이 아재 완성도와 디테일 최고다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 원래 아재인건가? ㅋㅋㅋㅋ,13,13
129,거기누구없소,와 3시간짜리라니. 너무 행복해,4,4
130,Ca Co,분위기는 증말 체고임,0,0
131,짜장,아 미치겠네 ㅋㅋㅋㅋㅋㅋㅋㅋ 매일아침에 혼자 앞산에가는데 진심으로 산악회 가입해야하나이거 ㅋㅋㅋ아웃기래이 ㅋㅋㅋ 챙츈!! 증지!!! 인섕!!! 아 미친다진짜 이택조 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 회장도웃기고 ㅋㅋㅋㅋ 코 푸는거 ㅋㅋㅋ 아 진짜 너무조타조아,2,2
132,hoseul,사랑합니다~,2,2
133,효재TV,"광용쌤, 조용한 디테일 진짜 최고다. 진짜 연기 넘 잘해♡그와중에,,, 택조아저씨,,,,,진짜 너무 심하게 아저씨다,,,정말 그대들 쵝오!!!!!",29,29
134,Cherrycherry,우리 베이비붐 세대를 잘 묘사해 주셔서 감사합니다.,36,36
135,뚜껑열려,오늘 처음 봤어요. 한편의 영화네! 영화야! 다들 대단.. 이렇게 훌륭한 인재들인데 유튜브에서 보는게 왠지 짠하네.. 다들 화이팅!최고!,6,6
136,메골,내 술친구.. 한사랑산악회.. 아조씨들 행복해줘요 제발,1,1
137,begoniaෆ⸒⸒,"저 손가락 하트 디테일은 진짜 대박이네ㅋㅋㅋㅋ 광용쌤은 머리스타일 부터 느릿한 걸음,손짓,말투까지.. 거의 접신하신듯",1,1
138,J.J,나도 요즘 이거 틀어놓고 잠죄책감.억울함.우울함이런거에 시달릴때괜찮다고 말해주는 아빠가 옆에 있는것 같아서혼자 사는데 의지하면서 잠들고 그래요,6,6
139,J MJ,항상 마음속에 새기며 살아가고 있습니다.그 무엇도 해내지 못 할것 하나 없다.열정 !열정!열정!,17,17
140,리리,아 진짜 가능하다면 이거 안 본 눈 사고싶다.. 아껴볼꺼야ㅠㅠ,0,0
141,rnarne,택조 세수할때마다 미치겠다 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,14,14
142,유대희,아재컨셉이라 너무 재밌음. 이 동생들인지 형님인지 연출 참 잘한다,1,1
143,ᄋ,55:25 와 연기 미쳤다 진짜...,749,749
144,Lake,2:53:03 아ㅠㅠ 영남회장님 너무 감칠맛 나서 웃겨요~~백만냥 천만냥을 줘도 못팝니다~,25,25
145,hailey,영남이 말투 계속 듣고 싶고택조 웃음소리 계속 듣고 싶고 용길이 콩굴리쉬 계속 듣고 싶고광용섐 들릴 듯 말듯한 위스퍼 미쳐뿌러,126,126
146,최성희,정신차리니 세시간째 이걸 계속 보고있네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 홀린듯이 계속 보고있어 미쳐 ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ,79,79
147,조정희,화이팅하세요!!상쾌하고 멋지시네요!!,0,0
148,Dan kim,너무좋아 진짜,1,1
149,바소리,헐대박 계양산!!!!도 갔다오셔ㅆ네ㅜㅜㅜㅠㅠㅠㅠㅠ,1,1
150,Edwin,"계속 다시 찾아오게 되는 마성의 영상,,,",2,2
151,꼬꼬TV,8:32 34:18 이택조 전설의 시작,3.9천,3900
152,N 1,이 사람들이 진정 비대면 데이트 그 사람들이 맞는 건가.....다들 연기 너무 잘해.....,260,260
153,glam chae,이 사람들이 이게 컨셉인지 진짜 현실인지 구분이 안간다 찐 아재들이여...,65,65
154,entree82,몇차 정주행인가.. 날도 풀렸으니 어서 다시 산으로 가시오..,5,5
155,god messi,2000년대 잠들기전 나의 영상은 무한도전2021년 잠들기전 나의 영상은 한사랑산악회감사합니자.,6,6
156,김인규,몇일전에 우연찮게 한사랑산악회 보게됐는데 3일째 보는중 ㅋㅋㅋㅋㅋ 볼때마다 너무웃겨 취저 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
157,o O,이런 3시간짜리 말도안되게 합본 영상 있는것까지 너무 산악회의 그것임..,21,21
158,혜민,힘내세요~화이팅입니다 ,0,0
159,S5e tap,개재밌어 미친 ㅋㅋㅋㅋㅋ 오늘 한사랑산악회 영상만 7시간 넘게봤다,4,4
160,끼토,5:19 8:12 30:41 3:13:12 3:23:00 ,3,3
161,ㅇ,회장님 하시는 말 되게 좋은 말들이에요 엄청 힘 내는중,10,10
162,배지기,정주행중인데 정말 재미지네요 ㅋㅋㅋ,3,3
163,류미,"계단은높이있던,낮게 있던. 다같은역활을 하는거야! 위치가 뭐 중요해~? 그자리에서 최고의노력을 하면 되는거야!.... 참 명언이네요...순간 가슴에 와 닿는 말이었습니다! (2:08:19)피식대학 여러분도 늘 같은자리에서 빛나는 하나하나의 계단이 되어주세요!!",134,134
164,양미리,한사랑 산악회 가입할수 없을까요???!!!당장 가입하고 싶습니당!!!^^^^^ 모든 취미 영상 다 미루고 한사랑만 계속 보고 있슴돠!!! 출쳌 할거 같아용!!!,1,1
165,유승희,택조횽님 넘모 사랑스러워여,2,2
166,칠복이누나,ㅋㅋㅋㅋ 연두색티 회원님 조용한데 디테일 장난 아님 넘 좋아♡,4,4
167,BS F,단순히 상황극을 넘어서 이분들이 살아온 삶의 교훈들 을.... 앜ㅋㅋㅋㅋㅋ 저게뭐야 미쳤네 ㅋㅋㅋㅋㅋ,18,18
168,풍선초록,택조아재 눈 한 번 깜빡안하고 쳐다보는거 아무리봐도 너무 웃겨.나라면 연기라도 내가 웃겨서 뒹굴듯.,0,0
169,우리엄마 욕은 해도 되는데 내욕은 하지마라,3시간 반동안 진짜 영화한편본것 처럼 정주행했다 단 한순간도 지루한적이없네 ㅋㅋㅋㅋ,20,20
170,희동,하 진짜 아조씨들 귀엽누ㅜㅜㅜㅜㅜ,2,2
171,묵공대사,각각 갱성파트가 하나씩 있어서 좋아,0,0
172,슬라임,"우리집앞인데 한번만.더 와줘요 어르신들,,",0,0
173,연동용,한편한편이 레전드다 ㅋㅋㅋㅋ,14,14
174,"코뭉두 TV ,cockatoo's HomeTV",아 이거 왜 보나 했는데 대박이예요 ㅋㅋㅋ 와 완전 울다싶이 해서 웃었어요 ㅋㅋㅋㅋ,0,0
175,셔셔,택조 영남️️️광용️용길🇺🇸‍️‍,312,312
176,superYD,김영남회장님 딱 내 해군훈련소때 소대장스탈...,11,11
177,ᄀᄉᄒ,이거 시트콤 같이 계속 생각나네존잼. 이래서 인기 있었구만 ㅋㅋ,0,0
178,pumkin sweet potato,와 이택조 기가맥힌다,3,3
179,Sujin,1:48:00   스냅으로 케이스 닫고 받는거 진심 우리아빠...ㅋㅋㅋㅋㅋㅋ,1.8천,1800
180,Juhyell,이 드라마 너무 재밌어 최고야 짜릿해 택조 내 최애,0,0
181,파금붕어,46:49  택조님 용길아재 애착인형 같아요ㅋㅋ 졸귀,2천,2000
182,해은스럽게,몰랐능데 점점 광용아저씨의 매력에 빠진닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
183,ᄎᄒ,정주행하니까 초반 편들 보면...택조아재 말투가 다르네요!!! 경상도 사투리 쓰려하지만 약간 애매한...!! ㅋㅋㅋㅋㅋ 몇 편 거듭되면서 사투리 없이도 충분히 버럭할 수 있다는  걸 알게되고 정착했나봄,1,1
184,Mattia Beck,34:17 택조 아재 약수터에서 씻는 자세와 손터는 디테일ㅋㅋㅋ 완전 똑같아 볼때마다 현웃터짐ㅋㅋㅋㅋ,16,16
185,바나나나나,한사랑산악회 보고 아빠와의 갈등이 적어지기 시작했어요 감사합니다,1,1
186,efew wefef,씨바 광대들은 진짜 예술가가 맞구나;;아 코메디언들 배우 맞지 이렇게 말로는 했는데이 사람들이 아티스트라는게 이렇게 팍 와닿은건 첨이다,526,526
187,Joseph Levitt,어벤져스 엔드게임급 러닝타임이네 ㄷㄷㄷㄷ ,321,321
188,이 슬 (Yisl),다들 각자 본인 아버지들 흉내내시는거 같아서 재밌고 귀엽네요 ㅎㅎㅎㅎ,98,98
189,지윤박,너무웃겨서 피식대 밤새도록 보다가 피식대 티셔츠도 검색하고 ㅋㅋㅋㅋ 실제로 산을 트레킹하는 트레커입니다~~^^ 제주도에도 한번 와주세요^^♡,0,0
190,년정,한사랑 산악회 입회 패키지 재판매 일정 없나요?,1,1
191,낭낭앙낭,내힐링영상입니다 진짜로 ㅋㅋㅋㅋㅋㅋ아재감성 너무 재밌엌ㅋㅋㅋㅋ연기가 다들 배우이상이에요 ㅠㅠ,0,0
192,Lake,2:54:27 아 왜이렇게 마음이 애리냐,28,28
193,pp,한사랑산악회가 세상에서 제일 따숩게 웃김,166,166
194,다비드용,진짜 미친것 같아요..나 등산 절대안가는데 막 가고싶네,1,1
195,라떼Lee여사,ㅋㄷㅋㄷ남편믿음갖게 해달라고 기도하는 서집사님ㅠㅠㅋㅋ 빵 터졌어요~~,2,2
196,두시어부_시즌7'far away~',ㅎㅎㅎ이거 왜이래 웃겨요?한사랑산악회 모두 폭풍소변 보도록 기도할께요항상 안산즐산하세요~~~~,3,3
197,지해,너무웃겨요 대박우울했는데 기분너무좋아졌어요감사합니다^^,0,0
198,뽀뽀보틀,이거틀어놓구자면 개꿀잠ㅜ,3,3
199,너굴희,난 택조아재 시끌시끌하면서 정이 있어서 너무좋다...ㅋㅋㅋ,32,32
200,중랑구조커,55:26 ㅋㅋㅋ 일로와봐 하면서 울먹거리는거에서  빵터졌네 디테일  미쳤다,18,18
201,김예훈,보면 볼수록 카메라맨이 ㅈㄴ 센스있네ㅋㅋ,539,539
202,로켓맨,아 택죠부회장님 때문에 웃다 기침까지 해버렸넼ㅋㅋㅋㅋㅋ,2,2
203,jj,41:36 부터 아저씨들 싸울 때 웃겨 죽는 줄 ㅠㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ백숙집까지ㅋㅋㅋㅋㅋ너무 웃어서 눈물남.,2,2
204,진미채,1:18:09 택조 표정ㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ우쭐한 입술에 윙크ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ택조의 인생은 스펙타클ㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
205,바바,진심 당신들이 잘됬으면 좋겠다.당신들은 천재다.,67,67
206,김인아,02:08:18 영남회장의 인생명언 이부분 찾으려고 봤다가 걍 재밌어서 다봄,438,438
207,lars Jung,30:40 총결산 통틀어 이게 제일 찰짐,65,65
208,김뫄뫄,이걸 하루만에 다 볼 줄은 상상도 못했다...,3,3
209,sueyoung park,한사랑 산악회 스릴러 버젼도 재밌있을거 같다...여름철 리미티드,1,1
210,소히,행복한다 뭔가.. 이상하게 힐링이야 어렸을 때 엄마 따라 산 올라간 느낌이고 아니 피식대학 뭐야 근데 다 웃곀'ㅋㅋㅋㅋㅋㅋㅋ,4,4
211,지성빠레오오,1:44:08 진짜 개레전드다ㄷㄷ,872,872
212,이지훈,광용쌤진짜너무웃기시다 ㅋㅋㅋ,0,0
213,I was Loved,이거 진짜 다큐에요 우리네 아버님들 ㅜㅜㅜㅜ,6,6
214,W,아조시들 보고싶읍니다,2,2
215,차려라좀정신,우와..53:00 순풍 박영규 고상순 에피소드를 여기에 녹이네ㄷㄷㄷ,10,10
216,Y.J,천재들^^왜  피식을 지금 알았는지 ㅋ짱!,2,2
217,chelsea님,34분  택조아저씨 세수하는겈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 하이퍼리얼리즘 아님니꽠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ회사에서 몰래 보다가 터져서 책상 밑으로 볼펜 주으러 한참 내려가있었넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,32,32
218,츠츳,1:15:26 광용쌤 개귀엽다 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ,10,10
219,R A,택조귀여워,1,1
220,음소거,오랜만에 정주행 하면 개추,1,1
221,XDvier,첫화보니까 광용쌤 뱃살이 지금 얼마나 더 듬직해진것인지 바로 알수 있네요 ㅋㅋㅋㅋㅋ,1,1
222,나는나,우리 친정아부지 산악회는 일년에 한번 산에 가는데 모이는건 매월 모이심.,1,1
223,붕어삥,26:16 광용쌤 진짜 개웃겨요ㅠ,838,838
224,배지_jji,중독된다....,0,0
225,수빙,아 ㅋㅋㅋㅋㅋ이 아저씨들 너무 좋아,1,1
226,bocksiri,"요즘 asmr말고 이거 틀어놓고 잠, 딴 생각으로 안 빠져서 잡생각 안 들고 잠 잘 옴,,ㅋㅋ",3,3
227,KaN KaN,대단!!!!! 아무튼 길다,0,0
228,왕우,2:52:01 절단났다 이거 진짜 울 할머니만 쓰시는줄 알았는데 개친근하다 ㄹㅇ,9,9
229,secret꽃,이 산악회의 탄생비화와 멤버들과의 관계성이 너무 궁금해짐,45,45
230,정말 좋은 사람,와.. 진짜 어떻게 이걸 하면서 안웃지? 개그맨 아무나 하는거아닌가 봅니다 존경합니데이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
231,이자성,아니 이거 명작이네 하...머니 이걸 시간 가는줄 모르고 보고있네,1,1
232,편정화,난 용길이 넘나 좋아  사람이 넘나 세련됐음 ️,0,0
233,구슬빈,진짜 천재다 보는내내 이야 이걸? 하면서봄 내마음의 이너피스,1,1
234,Semi Lee Seitz,어렸을 때 할머니가 왜 전원일기를 챙겨보는지 이해가 안됐는데. 한사랑산악회를 챙겨보게 되었다. 이제야 할머니가 이해가 간다.,1,1
235,PALETTE,51:06 앜ㅋㅋㅋㅋㅋ식탐 많은 광용샘 봐도봐도 웃김ㅋㅋㅋㅋㅋㅋ산악회 먹으러 나오시는거 100%ㅋㅋㅋ 집에서 눈치보이는 빵 과자 초코 달다구리들 허버허버 먹고.. 일단 뭐든 손에 집히는건 와구와아아앙 드심,282,282
236,J Sunny,아빠랑 유투브 재밌게 보고있어요. 최고최고최고,0,0
237,차로v,광용샘 너무 귀여워요..,0,0
238,룰루릴리,2:59:52 미쳤다는 너무 신세대 용어 아닌가요 ㅋㅋㅋㅋㅋ 보면 택조아찌는 가끔 현실모먼트 있음 ㅋㅋㅋ,11,11
239,여명의 눈동자,해장님이 싸모님 이름으로 불러주는거 쏘스위트~,1,1
240,육식하다걸린판다,아침부터 트로트 틀어제끼는것도 찐,0,0
241,GOD구,3:00:15 솔직히 한사랑산악회 역대급으로 현웃오지게터짐ㅋㅋㅋ,420,420
242,진미채,1:00:16 이게 리얼 트로트야 택조 트로트,1,1
243,이세영,32:01 여기부터 왤케 감동이냐...용길씨 ㅠ,14,14
244,부미,50:20 삼계탕집 주인아저씨 진짜 싸우는 줄 알고 왔다가 촬영인거 알고 돌아가시네 ㅋㅋㅋ,1.4천,1400
245,khj,박셰~리 차범그이~ 진짜 미쳤다 ㅠㅠ,0,0
246,잉찌뷰,택조아재 처음에는 되도않는 사투리했네..지금이 젤 좋습니다 택조님,7,7
