,ID,REPLY,LIKE,LIKE2
209,유진,첫 곡 너무 좋지않나요 ㅠㅠㅠ 목소리가 너무 매력적이야 ㅠㅠ 제 최애곡이에요 ㅠㅠㅠ,15,15
210,sirocco,이분의 플레이 리스트는 배민으로 따지면 찜1등 별점1등 주문 많은수1등 3관왕 트리플크라운이죠:),0,0
211,Chill Music ,"A wise turtle  once said, yesterday is history, tomorrow is a mystery, today is a gift. that's why it's called present very good music",0,0
212,코끼리도발단,음악이 넘 좋네요 잘듣고 갑니당,2,2
213,changwoo hur,노래넘좋아,0,0
214,Joe Amadeus,"지금까지 노래를 별로 안좋아했는데, 이 플레이리스트를 보고 생각이 많이 바뀌었습니다.",0,0
215,빼옹빼옹,최근에 올라온 것 중에제일 좋음 ㅠㅠㅠㅠㅠㅠ,6,6
216,강민우,노래진짜 존나좋아!!,0,0
217,94,첫곡듣고 진짜 너무 좋아서 못 빠져나가고 있는중 •••,0,0
218,Yz 0_0,"이 플리 개좋다,,,",0,0
219,현생살아라,와 정신 차리고 보니까 한 시간이 훌쩍... 노래가 너무 흥겨워요,0,0
220,Monique,I didnt expect that filipino song on the very first track ,0,0
221,seo hyun Jeon,내가 들은 플리 중 이게 진짜 좋다...매일 이거 들으로 올거다..,36,36
222,연대언니,정말 매일 들어요! 너무 좋음,0,0
223,Sung Jin Park,노래 완전 좋아요 ^^,0,0
224,라이언고슬밥,아니 진짜 이렇게 다 좋을수가 있냐고요,0,0
225,안코리,와 제목 자신감 쩌는데 인정이네 ㅋㅋㅋㅋㅋㅋㅋ 몰랐던 노래 많이 알고가요!!!!,2,2
226,Nrimbo,"와, 노래 분위기들 좋네요. 우연히 얻어걸린기분!!!",0,0
227,룰루하니,미쳤네 첫곡부터 내가 세상 젤 잘나가는 인싸 힙스터 어쩌구가 될수 있는 음악이다,112,112
228,8시생생정보통,저 알바할때 멜론대신 이거 틀고 있음 ㅋㅋㅋ 넘 좋아,1,1
229,extraordinaRyan,첫 곡 제가 좋아하는 곡인데 진짜 좋아요! 딱 도입부 듣자마자 바로 와 이 플리는 국밥같은 든든함이다!~ 하고 듣고 있습니다 ㅋㅎㅋㅎㅋ,0,0
230,김희수,선곡 정말 취저 ㅠㅠㅠㅠㅠ하.....느무느므느무 좋아요...,0,0
231,오뇽뇽,으아 너무 좋아요,1,1
232,Rachel,난 이클립이 왤케 좋은가..자꾸 들어오게돼..재택하면 필수로 틀어야돼...,0,0
233,구삼일일,"첫곡 도입부 듣는데 감각이란게 이런 느낌인건가 싶었음,,",5,5
234,비숑,와.. 첫 곡부터 거리에서 힙에 취한 채 걸어가는 것 같아요 ㅎㅎ 제 맘에 쏘옥..!!!!,1,1
235,유공 ugong,ㅋㅋ우연하게 들었는데 뇸나..좋네요 틀어놓고 작업하기좋아요,0,0
236,mbti - 월화수목금토일,"궁금한게 있어서 질문남겨드립니다!!~!다름이 아니라,, 저도 플레이 리스트를 유투브에 업로드 할려고하는데, 혹시 저작권에 걸리지않게 노란딱지 안날라오고 누구든지영상을 계속적으로 시청할수 있게 할려면 어떻게 해야할까요? 음악가를 넣어야하는지?? 너무궁금합니다.ㅠㅠ부탁드립니다!!!!!!!!!!!!",0,0
237,Dance Withme,"Fomo , good news 진짜 애끼는곡 ㅠㅠ 특히 good news 는 내 플레이리스트에서 빼는일 절대 없을 곡",0,0
238,유는,노래랑 썸넬 분위기 미쳤따,0,0
239,우리자기핥짝,지금까지 좋다는 노래 플리스트 많이 봤는데 그냥 아..그냥 뭐 좋나보다 이러면서 흘려서 억지로 들었는데 내생각엔 진짜 좋은노래는 이거인듯,37,37
240,됴됴,노래 진짜 다 좋다 차에서 들어야지!!,1,1
241,킹받노,선곡 개좋다,0,0
242,마틸다,플리가 너무 좋아요 마음껏 즐기다 갑니다 행복한 시간...,0,0
243,최찬별,요즘 계속 집콕하느라 에센셜이 더욱 필요해졌다..,0,0
244,진돌피아노Jindol Piano,와 이거 최고에요 진짜로;; 제일 좋아요 ㅠㅠ,2,2
245,sEtNu_TdPy,근데 친구들이랑 신나게 차타고 가면서 들은거랑 나중에 집에서 혼자 들을때랑 느낌이 너무 다르게 느껴지는거같음. 그만큼 그때 행복하셨다는거지~,30,30
246,-쇼미,우와 진짜 첫 곡부터 듐칫듐칫 좋자냐~~,0,0
247,Eternal Sunshine,너무 좋아요 ,0,0
248,civil,선곡 미쳤네 정말;;;,0,0
249,WONIE,와...이거지...너무 좋아요 ㅠㅠㅠㅠㅠ,0,0
250,Hyun sup AHN,노래 너무 좋아요 !! 더보기에 있는 것들이 리스트 제목이에용?? 첫 곡이 Imitation flex 인가요? 쳐서 들으니까 다르던뎅 ㅠㅠ,1,1
251,츠힌,진짜 이런 노래 어떠케 아는거야ㅠㅠ,3,3
252,정현,노래 너무 좋아요 앞으로 구독하고 자주 들어올게요,0,0
253,CJ,리스트 정말 좋네요 ㅎㅎ당분간 이 리스트만 들을듯요 ㅋㅋ,0,0
254,mbti - 월화수목금토일,"궁금한게 있어서 질문남겨드립니다!!~!다름이 아니라,, 저도 플레이 리스트를 유투브에 업로드 할려고하는데, 혹시 저작권에 걸리지않게 노란딱지 안날라오고 누구든지영상을 계속적으로 시청할수 있게 할려면 어떻게 해야할까요? 음악가를 넣어야하는지?? 너무궁금합니다.ㅠㅠ부탁드립니다!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,0
255,방구석노무사,진심 너무 좋아요,0,0
256,ㅇㅇ,와 미쳤다 노래 다 좋아,0,0
257,Drama OST - Korean Music,매일 저런 풍경이 보이는 곳에서 여유로운 삶을 살고 싶다....,10,10
258,강지영,"아침에 들으면서 작업하는데 힐링하는 기분이다,,",0,0
259,피곤,진짜 내 취향 맞추기 힘든데...대단합니더!,0,0
260,쮸,노래 진짜 좋아요,0,0
261,홍경표,첫 곡부터 지리네 ㅎㄷㄷ 잘 듣고 갑니다. 저장.... ㅎ,2,2
262,알감자,첫번째 같은 비트에 이민석-퇴사 라는 노래가 잇는데 이 노래가 ㄹㅇ 개좋아요,0,0
263,수연Stephanie,"이번 플리""도"" 미쳤네",43,43
264,두부,미술 입시 준비하면서 맨날 듣고있어요 감사합니다,0,0
265,Raaan H,수많은 플리가 있지만....놋북으로 작업하면서 듣는 최고의 플리는 요겁니다..  아직도 안질려요,0,0
266,내이름은바람,진짜 차에 누구 태울때 딱 좋을만한 노래들이네요 감사합니다,0,0
267,Stella,와 첫노래부터 미쳤다..,0,0
268,서영,진짜 미친건가 사회수업하다가 유튜브 그 머 틀어놓고 있었는데 좋은노래 들리길래 봣는데 진짜 너무 좋아서.. 사회 수업 사랑해요 와...,0,0
269,김희원,와씨 첫곡 나오자마자 너무 좋아서 개놀라서 댓글달러옴;;;;;;; 와 진짜 뭐야 이거????,14,14
270,Tiểu Cường Bian,행복한 경청을 기원합니다  나와 함께 생생한 팝 음악을 들어주세요 ,0,0
271,해바라기씨,와.... 노래 하나로 제 방이 카페네요 ㅠㅠㅠㅠㅠㅠ 감사합니당,0,0
272,최미선,다시 감성지수 완전 업!!!   와우. 미친 음악들!!!!!!   코로나 우울증  날립니다. 요즘.   감사감사,0,0
273,해달,노래 너무 좋아요 ㅜㅜ 맨날 요것만 들어요,0,0
274,김소연,이번 플리 개개개좋아 역대급인듯,0,0
275,초코발말랑,첫곡 제 최애곡인데 어찌  아시고... 마닐라 듣는 순간 이플리는 찐이다 라는 것을 알았죠............. 하 사랑합니다,33,33
276,뭉치면 세력이고 흩어지면 개미,대박 너무 좋아요~^^,0,0
277,대부대코주,좋은 노래 잘듣고 갑니다!,0,0
278,밍투브,유튭 뮤직으로 들을수도 있나요?? 가사도 보고 싶어요!,0,0
279,M,이번 플리는 역대급,0,0
280,보라,내 최애 플레이리스트️️️,0,0
281,아홉 번째인수,항상 감사합니다 ㅜㅠㅠㅠㅠ,6,6
282,신아정,멋진곡 감사합니다,0,0
283,박단꿈,노래  너무 좋아요,0,0
284,Tae Woo Kim,진자 G렸다........ 존나 취저에요..,0,0
285,Hyejin Seo,이번 피드 미쳤다!!!!,0,0
286,YH J.,에센셜의 역대급 플레이리스트,0,0
287,김재익,와.. 역대급 에센셜 국물 한그릇 ㅠㅠ,30,30
288,별님소원,"다른 일 하다가, 로딩 시간 떼울 겸 유튜브 들어와서, 굳이 들어올려고 들어온 것도 아닌데, 여기서 못나가고 있어요. 와.....뭐가 이렇게 다 좋고 난리. 행복한 늦은 오전시간 잘 보내고 갑니다. 구독 하고 가야징~",1,1
289,탄단수지 Tandansuzy,노래 쵝오다ㅠㅠ,0,0
290,루삥뽕,아니 이렇게 좋은 노래만 넣으시면 어떡해요!! 음악듣다가 밤샐꺼같잖아요!! 책임져 다크써크류ㅠ,0,0
291,베베나나,미쳤다...개좋잖아......,0,0
292,만둣국,진짜 아무생각 안하고 영상 틀었는데 진짜 생각자체도 못함..첫곡부터 미쳣서....,0,0
293,하녕,Saturday 진짜 좋네여ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅜㅜㅜㅜㅜㅜㅜ학,13,13
294,서연호,첫곡 진짜 내스탈이다 넘조아여,0,0
295,프로틴세스,거를 타선 없이 좋네요 :),0,0
296,MK Park,아우 진짜 이런노랜 어떻게 아는거야!!!! 힙스터같으니라구,0,0
297,미스터김,너무 좋다.. 감사합니다!,0,0
298,Dioramas,너무좋아요,0,0
299,돼지,진짜 이 채널은 저에게 essential하네요.....,10,10
300,LEE JUNO,항상 잘듣고 갑니다 ㅎㅎ,0,0
301,노래 모음,사랑은향기를남기고 진짜 명곡♡♡♡♡,0,0
302,무네,첫곡 진짜좋네 ㅋㅋㅋㅋ 오늘은 이거들으면서 재택근무 해야겠음,0,0
303,ㅇㅇ,이게 제일 좋음 ㄹㅇ 들어도 들어도 안질려,0,0
304,양갱,노래가 좋아서 구독하고 가요.,0,0
305,차민주,이번에 정말 레전드,10,10
306,YujinLee,유투브에서 제일 좋아하는 노래 모음입니다.,0,0
307,EEUN은정,"최고의 선곡들 ,,",0,0
308,얼주가,내 마음을 대변하는 제목이군... 이거 들으면서 집안일하는데 행복함...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
309,한상아,노래가 진짜 좋타,0,0
310,tikitaka,노래는 너무 좋은데 광고가진짜 미쳤다..,0,0
311,silver cheese,I was so surprised by the 1st song. It's about the Philippines ,11,11
312,한상아,노래 정말 좋네,0,0
313,준파이엇,노래감성깊네요ㅎ좋아요ㅎ,0,0
314,쿠크다스,와 in touch 내 최애곡 ㅜㅜ 이 플리는 찐이다...ㅋㅋㅋ 원버전도 좋아요ㅠㅠㅠ,1,1
315,donghyun kim,넘좋다,0,0
316,vicpla cin,솔직히 첫 곡이 너무 좋음 이건,0,0
317,에궁힘드렁,"첫곡 Manila는 맥스테잎서울의 Robin을 대놓고 표절한 필리핀 가수 Arvey의 Dalaga 를 또 부분 샘플링한, 제목부터 마닐라 (필리핀수도). 영감이란 말로 서로 카피하기 바쁜 대중예술계가 참 큰일이네요. 법적 저작권 문제는 팬들의 항의와 신고로 일단락 되었지만 한국에서 뜨지못한 로빈은 달라가로 표절당해 초대박 히트를 쳤고 필리핀 친구 하날 아주 유명하게 만들었죠.",145,145
318,Seong park,아니 노래 선곡 미쳣자나..,0,0
319,명선유튜브,에센셜 형님..  믿고 듣습니다!,0,0
320,Chaeyoung Lee,에센셜님 사랑해요ㅠㅠ 이번 플레이리스트도 최고네용!! 조심히 자주 듣는 커버 곡도 추천하고 갑니당!!총총총https://m.youtube.com/watch?v=-mRKsIRZxEs,0,0
321,하신지,첫곡이 제가 좋아하는 퇴사 라는 노래랑 비슷해서 좋네용!,0,0
322,나를웃기거라,와 노래 다 좋아 와 첫곡부터 이미 나를 사로잡음,0,0
323,두둥,여러분 안녕히 계세요 저는 이 세상의 행복과 자유를 찾기 위해 에센셜 플리를 듣습니다 여러분도 에센셜하세요,245,245
324,seoyonia,첫 노래부터 정말 좋다。,0,0
325,잘때듣는노래_playlist,이노래 진짜 어마무시하다..,0,0
326,코린이 채널,좋네요 :),0,0
327,Jack Lee,좋네요 매일 점심먹고 쉴 때 잘 듣고 있어요,0,0
328,Music Playlist,행복한 경청을 기원합니다  나와 함께 생생한 팝 음악을 들어주세요 ,0,0
329,songyi Kim,"연말 데이트 준비하고 있는 줄,Bar에서 꼰 다리로 박자 맞추면서 와인한잔 하는 상상까지 갈 수 있는 노래.실상은 집에서 안 씻고 작업하는 중..",7,7
330,오스칼,와 진짜 완전 취저,0,0
331,Hybrid Cloud,이런 노래 특징 - 첫 곡만 들으면 됌.. 근데 가끔 예외가 있어서 중간곡도 좋음,0,0
332,i ma,첫번째 노래 kozypop - precious 랑 비트 비슷하네요 ㅎㅎ 샘플링인가 이것두 좋아요,0,0
333,sdle,와ㅏㅏㅏㅏㅏㅏ 진짜 미쳤따ㅏㅏㅏㅏㅏ 너무좋어 어카냨ㅋㅋㅋㅋ 싸랑해요옹,0,0
334,HongJu Seo,와 이거는 댓글 잘 안다는데 진짜 좋다...,0,0
335,KIM,이번 플레이리스트 역대급으로 좋은 것 같아요 (내 취향 저격 탕탕),6,6
336,김씨,너무좋다 사랑합니다 에센셜 알랍유,0,0
337,Martin Jones,Love it,0,0
338,황조이,노래 목록중에서 제일 좋아요;,0,0
339,Luna Jang,첫 노래부터 미쳤다,0,0
340,비비,노래 좋아요 .... !!!!,0,0
341,누워서 TV보는게세수지,일단 아는노래1도없긴한데 옛날 싸이감성생각나서좋다 창하나이거틀어놓고 인터넷하는중,7,7
342,김용비,노래 지린다오진다,0,0
343,데이데이,첫곡부터 미쳤다증말!,1,1
344,hanjs1017,제가 어느 플레이리스트에서 들은 노래가 있는데  Quinn XCII 목소리랑 비슷했고 두치빠치 비트에 가사에 I like an independent girl이 들어있었는데 아시는분 댓글 부탁드립니다. 엄청 신나는 느낌의 노래였어요~,0,0
345,janine seo,이번에도 미친 선곡 첫곡부터 왜케좋아,0,0
346,ro,this playlist hitssss,0,0
347,J DB,벅스와 연결 너무 좋음맨날 노가다로 줍줍했었는데 ㅠ,53,53
348,ᄋᄋ,노래 들으면서 일에 집중을 못하는 편인데덕분에 신나게 일했네요 감사합니다,0,0
349,통시니 ,너무 좋아요!!!,0,0
350,Korea street,47~50분 음악 이름 뭔지 아시는 분 계신가요? 몽환적인게 너무 좋아요 !,0,0
351,점,첫 번째 곡 마음에 드시는 분들 이민석-퇴사도 들어보세용 샘플링한 건지는 몰라도 뭐 어쨌든 저쨌든 좋아요,0,0
352,억까가 ㅈㄴ심해,질리는데 ㅈㄴ좋음 ㄹㅇ 제일 사기임,0,0
353,Hey I'tsme,"realizing the first song is about manila... btw, I love your playlist.",12,12
354,이혁준,야근하면서 혼자 있을 때 듣기 좋은 음악!,0,0
355,김다인,첫곡 진짜 내 취향,0,0
356,bongbong kim,이런 노래들은 장르가 뭔가요?? 너무 좋아요..,1,1
357,Guzzi Koo,너무 좋아요 감사해요,0,0
358,물고기🐟,에센셜을 왜 지금 알았을까 ¤_¤,0,0
359,선댕,첫번째 락타님 노래 여기서 들으면 너무 좋은데 같은버전 음원을 찾기 힘드네요;ㅜ 이 버전이 좋은데ㅜㅜㅜ,28,28
360,moon river,1년째 듣는데 좋다,0,0
361,Anna P.,모야... 너무 노래 힙해서 첫곡 듣자마자 구독.. 감사해요! ㅎㅎ,0,0
362,피치팡팡,우아 진짜 웬만해서 댓안다는데 음악좀 아신다는 분이신거죠?,0,0
363,셀레나곧메즈,나도 이런 곡을 만들고 싶다.. 꿈만 꾸다 끝날 인생은 싫다..못할 게 뭐냐..!!!!!해보자아ㅏㅏㅏㅏㅏ!!!!!!!,0,0
364,SON,첫곡 마닐라 비트에 최서현이 부른거 있어요dance! 도 좋아요!,0,0
365,YeongJun Tae,혹시 스포티파이 플레이리스트도 만들어주실 수 있으실까요..?,4,4
366,짱연,진짜 이 플레이리스트가 체고,0,0
367,Evelyn,넘 좋아서 소름 돋음,0,0
368,아이러브슬기,첫 곡 듣자마자 구독이요.... 느낌 통햇써,0,0
369,이름없음,"영상 하나만 듣고 내가 구독을 누르게 하다니,,,,당신 최고야",0,0
370,김띠또,와 아니... 첫 곡 미쳤ㄴ느데...?,0,0
371,에가아니라의,와....플레이리스트 들어오면 1초만에 실망해서 나가는게 대부분인데...저 여기다 이불깔고 죽닥칠래여 ㅠㅠㅠㅠㅠ,71,71
372,딸기해바라기,와...대박; 첫곡이 넘 좋은디여,0,0
373,김꾸박이,웬만하면 댓글 안다는데 레전드긴 하다 진짜,0,0
374,박서연,"가슴이 웅장해져버렸다 용기가 생겼다교수님 멈춰,,,, 강의 멈춰,,,,, 과제멈춰,,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2,2
375,벼울,리스트 머야;;;; 엄청 좋은데~ ,1,1
376,은위 임,나를 즐겁게 해주는 음악~~~♡,2,2
377,EB Y,"벅스 열일한다@@!!!!! 다들 벅스 쓰세요!!!!! 혹시 왜 벅스 나온지 모르신다면,,, 에센셜은 벅스에서 운영하는 채널이기 때문이죳! 벅스에서는 플리 그대로 담아서 들을 수 있다구욧!",166,166
378,NGENE,오 이번건 정말 감각있다 음악 ..느낌있어,0,0
379,selfmadeorange,주말에 집에 혼자있느데 듣기 좋다ㅏㅏㅏㅏㅏㅏ,0,0
380,하하하하하하,알 수 없는 알고리즘이 나에게 귀르가즘을 선사했다,2,2
381,Rose,희한하게 잠잘 때 들어도 이질감없고ㅠ좋아요,0,0
382,과자200원,아니 세상에...첫노래부터 미쳣자나..,0,0
383,Da na,나 진짜 여즘 시험기간이기도 하고 미대 준비하는데 너무 힘들었단 말이에요 이런 힙한 노래가 필요했어요 진짜 언니는 내 생에 원동력이야 이 동영상 지워지면 우울해질것같아,17,17
384,감자깡,와첫곡부터미쳐쏘요 구독박구갑니댜️,0,0
385,최서인,진짜 다 좋아요ㅜ,0,0
386,근당,와씨 도입부 듣고 바로 구독 합니다..,0,0
387,Hyejin Park,상어가족만 틀어달라는 아기의 요청곡만 듣다가 이거 들으니 정말 세상 좋네요. 미혼시절로 돌아간것만 같은 느낌쓰,0,0
388,김은선,드디어 manila 있는 플레를 찾았어 ㅠㅠ,1,1
389,성이름,10:50 이거 진짜 괜찮은데 몽롱해짐,15,15
390,jjjjjkim,와 첫 노래 나만아는노래인줄알앗는데ㅜ개좋은노래 미쳐따,0,0
391,빼바,진짜 뻥안치고 유튜브 노래 모음 중에 제일 좋아;ㅣㅣ,0,0
392,뷐,노래가 참 좋아유,0,0
393,허나나,운전할때늘듣습니다 개죠아앙,0,0
394,짐싸는 회사원-짐플로이,아.... 진짜 좋네.,0,0
395,고먐미조아,아니 이 하관은 오우드레이 미카쎄ㅔ?!?!?!?!?! 믿고 듣겠습니다 ㅠㅠ 안목이 딱 보이시네요 후..,5,5
396,Alice,이 플레이리스트는 좀 레전드인 듯,0,0
397,하얀,뭐야..? 첫곡부터 내 심장을 후리고 갔어,1,1
398,지원,와 역시..~~~ 팝송들을줄 아시네,0,0
399,준오 최,잘 듣고 갑니다~,0,0
400,STEADY LIST 스테디리스트,"너무 좋자놔,, 감사해요",0,0
401,Mariam Amil,kinda vibing and was shocked that the first song iis about manila. New fave,26,26
402,어쩔방구,25:34 이거 노래 개좋은데 왜 멜론에는 없어ㅠㅠㅠㅠㅠ 혹시 멜론에 뭐라고 쳐야 나오는지 아시는분 잇나요ㅠㅠㅠ,0,0
403,아븨,항상 믿고 듣습니다 구독 꾸욱!,1,1
404,소금,ㅈ.자..잠시만 첫 곡부터 심장이 벌렁거리는데 이거 정상인가요,0,0
405,Let's YS,진짜 좋네,0,0
406,Seunghun Park,첫 노래는 Young Cocoa - Manila 인데라이센스가 락타 - imitation flex로 등록되어 있군요. 뭐지?,0,0
407,유튜브시청자,"시간 별 노래 제목, 가수 이름은 센스 아닙니까!!!",15,15
408,명수의하얀반점우리집앞엔홍콩반점,"믿고 보는 이 채널, , ,",1,1
409,SSongOri쏭오리,너무 좋아요 ^^&,0,0
410,심심해,첫곡부터 미쳤네,0,0
411,miseon _,"에센셜님은 제 맘을 사로잡으셨네요. 오늘도 여기 눕습니다,,,",0,0
412,한의진,너무 좋아용,0,0
413,Jenny Park,11:10 순간 플라스틱 러브인줄... 너무 비슷한데...?,4,4
414,지금원,진짜 노래 찢었다...........,0,0
415,Dozzart,아니 뭐야 첫곡부터 개쩔자나,0,0
416,Min S2,"넘 조아요 ㅠㅠ 사운드 클라우드는 안하시나용?,",0,0
417,김민채,Y U Gotta Be like that 딱 보고 들어와땅.. 후회없는 선택이여써.. 하 너무 조타 ㅜㅜㅜㅜㅠㅠㅜ,0,0
418,lethicia alves,recomendações do youtube que eu amo meu deus.brasil aqui,0,0
419,bodyshot,누구앞에서나 우선순위로 틀어 줄 플리다 ㅋㅋ 말다했지,4,4
420,giveh00,빅스비한테 유튜브로 노래 틀어달라니까 이거 틀어줬네요ㅎㅎ 노래 좋아요,0,0
421,시로라,와...미쳤다..,0,0
422,Hyemin Kang,이거들으면 집중이 잘돼요,0,0
423,김죠,젭알 멜론두여ㅠㅠㅠㅠ,0,0
424,Kristelle Somcio,Playlist recommendations like this plssss <3,0,0
425,Emily Park,그래 이거지ㅠㅠㅠ,4,4
426,조호일,yuki님의 november rain 커버 알고 계시는 분 없을까요...사클에 보니까 안 나와서...다시 한번 들을 수 있게 된다면 소원이 없겠습니다...,0,0
427,햇살,최고에요 감사합니당,0,0
428,토토로,광고좀 없으면 더욱 좋잖아 ㅎ,0,0
429,ᄋᄉᄇ,이거 진짜 100번은 들은 듯,0,0
430,gayoung bae,노래진짜 너무 좋은데용....?,0,0
431,성이름,28:36 도랏다 ㅅㅂ 고막 살살 녹는다,10,10
432,아모낄라,없어지지마 에센셜...나만 알고 싶어...,0,0
433,Olivia S,대박인데...?! 갓띵곡!!!! 꺄아아ㅏㅇ,0,0
434,청초설연,ㅠㅠㅠㅠ 오늘 하루 쌓였던 피로 다 풀린다,1,1
435,YOON,첫곡 멜로디 샘플링 진짜많이쓰는구나...최서현 - dance! 이것도 샘플링이 똑같은.. 작년에자주들엇던...,1,1
436,PALETTE,크 첫 곡 부터 내 서탈,0,0
437,지은,아니 노래 좋다고 좋아요 누를것같아요?당연히 눌렀죠,3,3
438,뿌야,첫곡이 찐자 넘 쪼아요!!!,0,0
439,steven jobs,"첫곡부터 미춍다 , ,~~ ~굳",1,1
440,우아,선곡미쳤다,0,0
441,고독냥,20:30 개좋음...🫶,1,1
442,soo hak,미쳤다 내가찾던게 이런거였어!!!!,0,0
443,밥이인형,"첫번째 곡 young cocoa ""manila""",7,7
444,이수박,오늘 선곡 짱짱!,1,1
445,조민성,목을 너무 흔들어서 거북목이 될때까지 흔들거같은 플레이 리스트네요 :)오늘도 고개만 만번 흔들고 갑니다 갓센셜님 ,0,0
446,Martin Jones,Love it,0,0
447,DG,아 역시 좋네요..,0,0
448,꽃보다방탄,모야 첫곡부터 취적이다. 이거들으면서 작업해야겠구만,0,0
449,Forever_jannabi,하 좋다 좋아 ~~,16,16
450,Quynh Trang Bui,우와 진짜 미쳤네~~~~~~~~,0,0
451,제힛Jehit,첫 곡 부터 고막 취하고 갑니다 wow,0,0
452,보라뚜나나뽀,첫번째 노래는 어떤 버젼인거에요? 찾아보니 같은 노래는 없는것같은뎅 누가 아시면 링크 공유좀부탁드려용 ㅠㅠ,1,1
453,Seriou Kim,덕분에 즐겁게 재택근무하고 있어요,0,0
454,The GaGa Show,썸네일 보고 바로 오드리 미카 앨범커버 아니야?! 하고 들어왔네용 ㅎ.ㅎ!! 플리 넘 좋네요,0,0
455,EEh,첫번째 노래 퇴사를 해야겠어랑 디게 비슷하당,27,27
456,이수민,시험기간인데 첫곡 듣고 감동해서 책을 덮었어요,0,0
457,Sweet Home,Saturday 너무좋다...,0,0
458,eunh k,너무 좋네여~ 근데 중간 진짜 광고 좀 안나왔으면 ㅠㅠ,1,1
459,김재현,유튜브에서 내 최애 플레이리스트,0,0
460,리베로날다,제가 좋아하는 스탈이에요 ㅋㅋㅋ 가만있질 못하겠어요!  지금은 재택근무중 ~~  더 기분 좋아!  딸이 엄마 일하는거 맞냐며...ㅋㅋㅋㅋㅋ 중3딸과 같이들어요!,0,0
461,Jin Jin,미친 ㅠㅠㅠㅠㅠㅠ 새벽 다섯시가 왠말이야,14,14
462,Arnold Alexander,1곡부터미쳤다..,0,0
463,이민영,제목이랑 완전히 일치하는 노래,0,0
464,김민아,미쳤다 노래,0,0
465,Aerin Lee,와 첫곡부터 듣자마자 멜론에 찾았는데 왜 멜론엔 시작부터 한국말인걸까요 ㅎ ㅠㅠ,0,0
466,jaewoo song,와...... 예능으로 치면 김태호급이다...,0,0
467,하잎걸,노래리스트어디서보나요?,7,7
468,음악 SQUID,이것은 매우 편안합니다. 나는 이것을 들으면서 지금 학교 과제를하고 있습니다 <3,0,0
469,도시감자,노래좋네요,0,0
470,Reto레토,어우 너무 좋네요. 벅스에서 피디활동 중이시라닝. 마침 벅스써서 너무 반갑 ㅠㅎㅎㅎ감사함니다:):),0,0
471,s becaus,굿,0,0
472,낮말은 니가 듣고 밤말도 니가 듣나보다,아니 이거 들으면서 학교가는데 나도 모르게 스텝 밟으면서 힙칫힙칫 걷기 시작함교실도착해서 주머니에 꽂은 손 꺼내지도 않고 어깨로 툭 열어 재끼고 앞에 있는 거울이랑 마주쳤는데 아니 나 눈 왜 게슴츠레 그따구로 뜨고 있어....오늘도 음악에게 정신지배 당함,0,0
473,민,해쭈님 영상보고 노래궁금해서왔따,23,23
474,Bose Bose,오 노래 좋다!!,0,0
475,황선영,노래들으면서 집안일클리어~,0,0
476,얌얌얌토끼,안녕하세요 첫곡 이미테이션 플렉스는 검색해보니 한글노래밖에 없던데 이 버젼은 뭔가용? ㅠㅠ 여기밖에 없는듯한데 외국 버전이 너무 좋네요,0,0
477,도경헤어드림,매장에서 듣고싶은데ㅡ연속으로10시간들을려며누어떻게하나요??너무좋아요 음악으로 힐링한다는느낌 감사합니다 어쩜 이럴수가 우아,0,0
478,퀸댱퀸댱,가사가 조금 직설적이지만 귀엽네요,0,0
479,JulineD _,쿵짝쿵짝 궁디 짠짠 여기저기 휙휙촵찹,4,4
480,공기반소리반,넘나 좋은 것,0,0
481,5천만원 신용대출주식몰빵,노래ㅠ시작할때 한방울 지렸어요,0,0
482,yuri,저만 그렇게 느끼는건지 모르겠는데 첫번째 곡 이민석님의 퇴사랑 느낌이 되게 비슷해요ㅋㅋㅋ,0,0
483,정소희,이야어떻게 한곡듣고 광고하나! 또 반복...,0,0
484,보글,"저기 음악에는 마약 넣으시면 않돼죠,하다하다 음악까지 \........ 너무 좋아요**",0,0
485,츄츄,에센션 사랑해 나 여기 맨날오게 좋아요좀 눌러줘요,59,59
486,스타벅스 매장음악 - Starbucks Korea,오늘도 설레이는 일이 생길것만 같은 느낌(♡˙︶˙♡),0,0
