,ID,REPLY,LIKE,LIKE2
487,Meno Exist,"1st Young cocoa ‘Manila’ lyrics ::Urban Jungle, steppin' on a puddle도시라는 정글, 물웅덩이를 밟아​Mind race ejaculate the thoughts that's in the bubble바쁘게 돌아가는 머릿속의 생각들을 뱉어내​Workin' for the better 'morrow, workin' for the payday더 나은 내일을 위해, 월급 날을 위해 일하지​Rememberin' the things that's in the past that's in the heyday리즈시절이었던 과거의 일들을 기억해 봐​Way way, back back, when when, time right딱 좋았던 오래전 그 때로​Sneakers so white white, comin' through the city도시를 거니는 새하얀 스니커즈​Comin' out just for the night night오직 밤을 즐기기 위해 밖을 나오지​Vios got modded and all차는 최신형으로 싹 다 꾸미고​And I'm whippin' out my paper on my favorite stall최애 매장에서 돈다발을 꺼내고 있어​Mang nestor, feelin' like a Jester망 네스터 거리, 어릿광대가 된 것만 같아​Swervin' so heavy alcohol go up on tester독한 술에 휘청거려, 알코올 수치는 솟아올라​Pourin' out a bottle just to show respect for ones that I love사랑하는 이들에게 존경을 표하기 위해 한 병 비워​It's about a little time I show Manila some love, Manila마닐라에 대한 내 사랑을 보여줄 때가 된 거야​​​​​You know, you know, you know너도 알잖아​You know, you know, you know너도 알잖아​You know, you know, you know너도 알잖아​​​​Got a couple hundred in my pocket tryna' to see ya네 얼굴을 보려 주머니 속에 돈을 챙겨​Blowin' out my stash, boutta see if I can re-up약은 바닥났어, 다시 구할 수 있는지 보자​Pullin' up in Katip boutta see if I can see homie친구를 볼 수 있을까 해서 카팁에 차를 세우고​Got a girl from Alabang and she gon' be on me알라방엔 날 기다리는 여자가 있어​Pullin' up in EDSA, swerve down the skywayEDSA에 잠깐 세워, 고속도로를 질주해​Ain't no bad vibes 2020 this is my way2020 느낌 좋아, 이게 내 방식​My way or the highway이런 내 방식이 싫다면 떠나버려​​​​Pull up in an Angkas'앙카스' 오토바이를 세워​Don't forget to (skrr skrr)절대 잊지 마​I don't fuck with Joyrides cause they don't respect the worker직원 존중 안 하는 joyrides 와는 엮일 일 없어​Diokno in the biker seat got him with a mask and a glove마스크랑 장갑을 쓴 Diokno가 오토바이에 타고​And I exercise my right to pay respect to Above난 그들을 존중할 권리를 행사해​Filipino kid, just a mix of cultural things필리핀 아이, 다양한 문화가 섞여있지​Showin' love to Manila it's the city of dreams꿈의 도시 마닐라에 대한 사랑을 보여줘​Yeah, slide through with a couple of friends친구들 몇 명과 같이 자연스럽게 드나들어​Jammin' out so heavy got the chos in my hands손에 술 한 병 들고 미친 듯 놀아봐​Grew up in the city call it J-K-T난 자카르타라는 도시에서 자라왔지​With my tempe, sauce and a couple of beats템페, 소스랑 몇 가지 비트와 함께​Flew back to Manila in search of my own나 자신을 찾기 위해 마닐라로 돌아왔어​Pay respect to the city that became my home, Manila나의 집이 된 이 도시에 존경을 표해",2,2
488,퀸댱퀸댱,트렌디하네요,0,0
489,주워주니,ne yo so sick 느낌나는 노래들이 잔뜩~~ 차에서 듣기 좋겠내요,2,2
490,왜사노,미친 개좋아,0,0
491,CHANG IL SON,에에센에센셜에센셜최에센셜최고에센셜최고야에센셜최고야사에센셜최고야사랑에센셜최고야사랑해,44,44
492,시르베베,리얼 좋다,0,0
493,빼바,악! 너무 좋아,0,0
494,JY K,에센셜 때문에 유튜브 프리미엄 결제해요 .. ,0,0
495,수현티비,ㅗㅜㅑ..시작부터  첫곡 미쳤네요,0,0
496,bom bom,도입부 3초만에 헐 미쳐따ㅇㅁㅇ..,0,0
497,눈사람,"첫번째 곡 ""퇴사를 해야겠어"" 란 노래랑 멜로디가 똑같은거 같은데 뭐지..?",6,6
498,생각해,아.. 이래서 구독하지... 형?누나? 스윙도 잘 듣고 있어요.,0,0
499,soulbnb,첫 곡 취저!,0,0
500,SJ,운동할때 들어야겠당,0,0
501,지랄도풍년,가요 중에는 이런 느낌 음악 없나요?!!,0,0
502,Jae Kim,우와 이건 진짜.....,0,0
503,Heather J,첫번째곡 계속 유노윤호~유노윤호~거리네 ㅋㅋㅋㅋㅋㅋ,194,194
504,마야,무료하고 단조롭던 일상의 한 순간이 순식간에 감성 가득한 방황으로 변하는 순간,0,0
505,짜응,첫곡부터 마닐라라니 귓속에 노래넣기 당함,0,0
506,댕욱이,첫곡부터 좋아요 감사합니다,0,0
507,eldon,이번 플리는 진짜 도랐다 ..,1,1
508,kim kim,에센셜님!!전에 올리신 가을에듣기좋은  팝송 삭제하셨나요?ㅠ 그게 젤좋았는데 없어졌어요.. 여자가 누워있는 흑백사진에 샤샤?라는 여가수 노래가 첫곡으로 나오는 플레이리스트였는데... 그 리스트라도 알수있을까요ㅠㅅㅠ..,0,0
509,MOMO,22:45 오져따,6,6
510,진은해 위에 뜨는해,버스에서 혼자 필충만 ㅠㅠㅠㅠ너무좋아요,0,0
511,laxq,,0,0
512,Haeun Yoon,혹시 soundcloud에두 플레이리스트 있나여ㅠㅠ,0,0
513,멋쟁이 아서왕,고구마 껍질 까면서 듣기에 너무 아까운 노래네요 ♡꙼̈,1,1
514,새벽,멜론버전은 없나요 ㅠㅠ,0,0
515,?,제목 바꿔야할듯Essential has good taste in music.,8,8
516,한정민,1.25로 들으니까 더 대박,0,0
517,l l 조파카,잘듣고갑니다,0,0
518,Chan,좋네요,0,0
519,BS F,essence: 본질essential: 필수적인,0,0
520,성오,존나 좋아요 ㅅㅂ...,0,0
521,결혼하자정우야,6:07 자꾸 '가만 있어' 라고 들림 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋ,6,6
522,[sinyoung]뇽뇽,"와 두시간전에 올라온거 실화야,,? 아까 확인못한 나ㅜㅜㅜㅜㅜㅜ진짜 열라쳐.,,,",1,1
523,아이캔후라이,첫곡부터 wow...,0,0
524,어느멋진날,so good,0,0
525,Marlyn Myulchy,이거 듣고 구독합니다 :),0,0
526,린,틀자마자 3초도 안돼서 좋으면 어쩌자는 거죠 ㅠㅠ,0,0
527,asdfaf asfsadf,우리나라 힙합 가수들이 따라하는 노래네,3,3
528,운동관련 유튜브,잘들을게요~,0,0
529,fyygg,처음곡 어디서 많이 들어봤다했는데 퇴사-이민석 이거랑 비트가 똑같 ㅋㅋㅋㅋㅋㅋㅋ,0,0
530,이원옥,계속 운전하고 시프게 만들어요. 가슴 찌릿~~^^,0,0
531,음악에미친헬창,첫노래 도입부 듣고 구독 박습니닷,1,1
532,지호,광고 노래도 조음..,0,0
533,정쑤지,잘못들어왓다 나갈랫는데 첫곡에 매료됨…,3,3
534,도상,51:32 맥밀러에 NF 노래라니.. 이건 추천 못참지,2,2
535,근복민씨,믿듣에 일단 들으면 됨,0,0
536,Hyemi Shin,노래 좀 듣는 애 인정...,0,0
537,이황희,"나만의 작은 에센셜이였는데, 지금은 엄청 커버렸네 ㅠ ㅠ",2,2
538,정이,"도입부부터 쥑이네,,,,,,,,,,,,,,,,",0,0
539,XxjinxX,첫곡 한국의 어느 랩 하고 비슷한거 같은데?,7,7
540,행복하하호호,마닐라 이거 최신 곡이에요? 뭔가 내가 예전에 마니 듣던 2000년대 초반  팝 느낌..좋다..ㅜ ㅜㅜ,0,0
541,요슈카노,좋다...,0,0
542,정재우,오 왠만하면 댓글안남기는데.. 여기 음악맛집이네..,0,0
543,dan ah,듣자마자 저장누르고 뱅앤올룹슨 구입했습니다…………….️️️️️️️,0,0
544,N N,いいね〜,0,0
545,유진,뭐가 첫번째 노래 퇴사라는 노래 비트랑 비슷해서 계속 그 노래 생각나,12,12
546,hgk27hgk000,근본 맥밀러가 있어서 인정합니다,0,0
547,풀이,하 ㅠ ㅠ 진짜 재택은 에센셜과,1,1
548,ㅇㅇ,manila 국힙감성이네 첨엔 국힙인 줄..,0,0
549,flash han,갠적으로 역대급 섬네일,0,0
550,스란,,0,0
551,용군TV,사이다 입니다 ㅎ,292,292
552,SONSTA,맥밀러 ㅅㅂ 미쳤네 진짜 !!!!!!!,0,0
553,수민 이,47:15초... 와..노래가 섹시할수가 있다니..그런느낌이다,2,2
554,발라드 모음 - POP Ballad music,고맙습니다 잘 듣겠습니다 ^,0,0
555,LINMI,NF의 Time이 있따?!!! 이 플리는 찐이다..........,0,0
556,Ko U,와 요즘 이것만 들어요 ㅠㅠ,0,0
557,민서,오 첫곡 mr 퇴사라는 노래랑 똑같다..?,11,11
558,Alice,내 최애 플레이리스트.... 2020년 그리고 2021년 내 노동요는 너다,0,0
559,이건무,crazy...차에서 틀면 센스있는 남자가 될 것 같네요 ㅎㅎ,0,0
560,Keisha Camille Rivera,WAIT I'M A FILIPINO BUT IT'S MY FIRST TIME HEARING THE SONG MANILA,0,0
561,10년차악성맹구돌붕,첫 번째 곡 artist의 퇴사랑 정말 비트가 똑같아요.. 뭐지,0,0
562,BigFortune2023,와 첫노래 뭐지? 비트가 듣자마자 제목 찾게만드는데?,0,0
563,anyy xx,6:29 이디아 벨소리,12,12
564,윤이나,"첫곡뭐지 ?,,  음악 찾아듣진 않는데 우연히 클릭했는데 좋닫..ㅎㅎㅎㅎ",0,0
565,김꽁TV,뭐에요..노래 너무 좋아요 댓글을 달수밖에 없었어..,0,0
566,Halohellol,"1번째 곡 Imitation flex랑 어나니머스 아티스트 ARTIST. 이민석 - 퇴사 랑 느낌이 너무비슷한데... ㅋㅋㅋ 함 들어보세요",0,0
567,뀨개미,Good lovin'-GOLDA 이 노래 비비(BB)-Never wake up 이랑 완전 똑같당,0,0
568,소잃고 뇌 약간 고치기,뭔가 존나 힙해지는 느낌이야,0,0
569,_슈미,노래 들으면서 화장하다가 얼굴이 분홍색이 되었다....,35,35
570,수제비,후어어어우 맨날 듣는 채널,0,0
571,ㅣ,이 플리 떡볶이 집에서 나오길래 썸네일 기억해뒀다가 집와서 찾은 나 칭찬해,1,1
572,Black Soil,다 좋네,0,0
573,Roh Frankie,감각적인건 맞는거 같은데 딱 꽂히는 곡은 없네요.,0,0
574,해운대허그맘허그인심리상담센터,What's this song? It's good.,0,0
575,제이스루디,1:04:46 광고없이보기,4,4
576,shutter584,"Fuck, this is dope !",0,0
577,김구라,뭐야.. 노래 다 좋아 뭐야무ㅜ야,0,0
578,mindy hey,선곡 너무 좋은데 틀어놓고 운전하면 광고가 너무 자주 나와서 위험하고 불편해요ㅜㅠㅠ,0,0
579,어흥,57:20 제발!! 이거 트랙 제목 좀 알려주세요!,0,0
580,myroom,좋네요,0,0
581,Oasis_Trolling !,20:06   just wait to 엄마,9,9
582,123 radio,30:13 개좋음..근데 제목을 모르겠어요,0,0
583,황금사과,효리언니 썸네일은 못참고 들어왔는데노래도 못참겠습니다회사에서 내적 흐느적 거리며 일하겠습니다(오늘의 노동요!!! 감사합니다),0,0
584,서연 이,I like listening to pop songs that I don't know.,0,0
585,니나노나니,레전드 플리,0,0
586,박정헌,LAKTA -Imitation flex  이거 노래 제목이 잘못 올라갔네요 같은 비트라서 헷갈리셨나봐요 이거 아니구 Young Cocoa - Manila 이거입니다~!,1,1
587,supneee,서문탁~ 서문타악~,5,5
588,선비의시대,그런데 첫 번째 노래 락타의 이미테이션플렉스인데 저 버전이 왜 없을까요? 멜론에ㅠㅠ,0,0
589,누구냐?,20:30 Christian French - head first 1.5배속 해보세요,0,0
590,김여준,head first가 어떻게 여기있어!!!!!!!!!! 대박!!!!!!!!!!!,0,0
591,Isabelle Ocampo,Manila ️,1,1
592,바지에,아니 새벽감성 개터지잖아 뭐야,0,0
593,주상전하,28:02 서문탁! 서문탁,39,39
594,김R,아 미쳤다리....첫곡 하,0,0
595,루트오,처음 노래 너무 익숙하다 싶었는데 퇴사였나 그 노래랑 비슷하다,0,0
596,요리하는 송양,헐...선곡 뭐임?와~~~,0,0
597,에일린킴,축축 쳐지는 하루였는데 둠칫둠칫 기분이 좋아지네용 ㅋ,0,0
598,이소혜,역대급...,0,0
599,FlaSh _B,7:10 57:13,3,3
600,HyeMe,첫곡 인트로에 그레이~할 재질,1,1
601,Seung Ju Yoo,벅스 가입하면 이런 노래를 매일매일 들을수있는건가요?,0,0
602,Jenna JUNG,첫 노래부터 짱 좋은데... 5초 듣고 좋아요 구독 누른사람 있나요 -> 저요!,0,0
603,Ronny Jackson,미친 ㅠㅠㅠㅠㅠㅠ 새벽 다섯시가 왠말이야,0,0
604,꺙꺙,첫곡부터 찢었다..,1,1
605,젊은이,28:14 서문탁~서문탁~,59,59
606,우쮸쮸쮸희,뭐야 나도 모르게 첫 노래부터 그루브 타고 잇어,0,0
607,윤정한,"아주아주띵곡이네욥!,!! 하하",0,0
608,황동화,오늘부터 구독 갑니다~,0,0
609,최갑용,조타 굳,0,0
610,Yeji Jun,26분부터 나오는 노래 제목 아시는 분 계신가요?,0,0
611,이다빈,1:04:45,16,16
612,crawl_gooo,굳굳,0,0
613,더사주TheSaju,저장하구 갑니당 ㅎㅎ,0,0
614,요고,25:34 이거 무슨노래에요? ㅠ 개져음,1,1
615,유밍키의 트레이너 vlog,don't fall it 듣고 바로구독,0,0
616,이도신,진짜 감사합니다,0,0
617,박은경,1:04:45,5,5
618,리틀버디TV littlebuddyTV,첫곡에서 바로 썸업 및 저장~,0,0
619,MAVOFFICIAL,갑자기 창문밖을 여니 뉴욕이되었다..,0,0
620,SH Lee,뭐야 제목으로 낚는 거겠거니 했는데 진짜로 좋네 ㅋㅋ,0,0
621,행복하세요,맥밀러 good news 최애곡 ㅠㅠ rip 맥밀러,0,0
622,노젓는사공,43:07은 musiq-soulstar 샘플링인가보네요 ㅋㅋ,1,1
623,이지은,1:04:45,5,5
624,보고듣고맛보고즐겨라,"첫빠따 노래 와 나만 아는 띵곡인데..,",0,0
625,serina ca,지니랑도 연결됐으면 좋겠네요ㅠㅠ 전 지니 이용자라,0,0
626,𝑅𝑢𝑏𝑦_𝑙𝑢,00:01 00:0107:09 07:0920:30 20:3025:34 25:3428:36 28:3631:18 31:1837:45 37:45,1,1
627,박원규,첫 곡 부터 마닐라 크~~~,0,0
628,남미희,두번째 노래 정보아는분 계실까요?? ㅠㅠㅠ,0,0
629,수박바,1:04:45,8,8
630,둘찌,31:18 개쥬앙,0,0
631,Jeon Yi,사일로 사랑해 ㅠㅠ,0,0
632,김기찬,첫번째노래가 LAKTA - Imitation flex 라는 노래랑 비트가 같은거같은데..제가 잘 몰라서 그러는데 이런게 가능한건가요?,0,0
633,스님,완-벽,0,0
634,돼지코기,노래 겁나 신나서 봤더니 1.5배속으로 듣고 있었네 ㅡㅡ,1,1
635,mejosnfurns,1:04:46 自分用,50,50
636,김대희,이거랑 비슷한 플레이리스트 추천해주실수 있나요?,0,0
637,1000리마,시간별 가수-제목 알고싶다 ㅠ,1,1
638,괌하니,아니 이건 왜 다른 어느 영상을 보나 자꾸 연관동영상으로 뜨는 거지????? 전혀 관련이 없는데 ::,21,21
639,대바기,28:00 서문탁,8,8
640,Judicial Csuc,48:02,13,13
641,발아현미밥,두근두근,7,7
642,캘시퍼,,0,0
643,필소굿,헬스하다가 우연히들었는데 다 들어버림,0,0
644,Daniel Yoo,노래 리스트좀 알려주세요,1,1
645,Harry Potter,와 개신나네 이러고 있었는데.. 1.5배속이었어....ㅋㅋㅎ..,0,0
646,김윤경,둠칫 둠칫 리듬에 올라타 ~ ,0,0
647,허밍데이,아싸가 인싸가 되는기분.. 이런기분.. 이군요 ㅋㅋ,0,0
648,고니도니,첫곡 이민석의 퇴사 이곡이랑 같은곡인가요?너무 비슷햐용 ㅋㅋ,0,0
649,Goddess,World best,2,2
650,jcop,분명 팝송인 줄 알고 들어왔는데 첫 노래 듣자마자 퇴사비트인줄 알았네...,0,0
651,린츄,첫번째 노래는 한국노래 퇴사랑 같은노래네요!!,0,0
652,가나다라마동석,너무 좋은디,0,0
653,공간드림,헐 미쳤음,0,0
654,Jaisco,Neat!!,0,0
655,KS J,첫곡 제목과 아티스트가 어떻게 되나요?,0,0
656,k제외,나도 오늘부터 노래 좀 듣는 애,1,1
657,이해영,힙! 뚭 뚜비두빱!,0,0
658,김정출tvᆞ테스형 Trot man,향상 응원합니다,0,0
659,b b,어이없어 노래 너무 좋아서 헛웃음 나와,0,0
660,김보라,노래 제목 좀 알수 있을까요~,0,0
661,어두운 색 obscure 🖤,,0,0
662,류진,세.상.에!!!!!!!!!️새복이다요,0,0
663,김사람,가슴이 웅장해진당,0,0
664,MyuuKiroku,역대급,0,0
665,HG L,진심.. 어케 아는 건가요 ,0,0
666,Rizki FY,"The first song sounds similar with ""why u sad - by diversaddie"" right ??",0,0
667,행복주퍼,네 맞아요 어떻게 노래가 다 좋을수 잇나효?????????????????,0,0
668,LENAPINK 레나핑크,,0,0
669,user0904,시작하자마자 입이 벌어졌다,0,0
670,박서현,첫곡 뭔가 익숙한데 ㅠㅠㅠ 다들 아시는 거 없나요 ㅠㅠㅠ 지금 알 듯 말 듯 너무 궁금해서 씅질나요,0,0
671,햇살공주,벅스 유저는 행복,0,0
672,Shin Song,이런노래 어뜨케 찾는거지 ㅋㅋㅋㅋ,0,0
673,Christine Lee,썸네일 오드리 미카인거 보고 들어왔는데 노래 좋네용!,0,0
674,XIIA Kim,,0,0
675,연수지,♡♡마케팅 도구가 힘을 발휘하는 것은 준비가 되어 있을 때 이야기지.  posting.shop,0,0
676,Isabelle Ocampo,️,0,0
677,스딸롸잇,벅스로 갈아타고 싶다,0,0
678,아앗,감사합니당,0,0
679,슈슈,첫곡부터 찢었다,0,0
680,KYSON,굿!,0,0
681,김도코,아직까지 들으러 오는 1인..,0,0
682,낭만족장,첫 곡 그레이 비트에 키드밀리가 랩한것 같네 ㅋㅋ,0,0
683,바미집사,곡 이름 좀 알려주세요,0,0
684,(elijah)이경희,돌고돌고돌아서 결국 여기로 다시오게됨,0,0
685,김형욱,처음 나오는 노래는 머에요?,0,0
686,ᄋᄋ,"Damn, 안듣고 있었는데 잘듣고 갑니다",0,0
687,나무,️,0,0
688,냥냥,옷매장에서 나올거 같은 음악들,0,0
689,리아노 아우렐,뭐랄까너무 유명한노래뿐이네요 ㅠ,0,0
690,뚜따,"내 플리훔쳐가셨네,,ㄷ...미쳤따",0,0
691,옥타브,한국말 나올거같은데 안나와서 좋다,0,0
692,Jeff White,"좋effin아,요!",0,0
693,카모마일,좋아요!,0,0
694,Rina H.,title in 7:21 pls <3,1,1
695,Mia AC,What's the title of the first song?,0,0
696,냥쾡이,1.25로 배속해보세여,0,0
697,SUNYOUNG LEE,요점 축축늘어지고 처지는비트의 음악이길래이용안했는데 힙하고 두둠칫되는 .. 뭔지 말안해도 아시져 많이 부탁드려영,0,0
698,힏힏,52분에 나오는 노래 몬가용,0,0
699,Bac kol,빅스비가 추천해 줬는데 맘에든다,0,0
700,이정인,25:33 이 노래 제목좀 알려주세요 안나오네요 아무리 찾아도 ㅜㅜ,0,0
701,얍얍,누가 제목좀 알려주세요 ~~,0,0
702,그래서 뭐 ㅋㅋㅋㅋ,아 지려버렸다,0,0
703,YiyagiHada,제목이 내 마음이야ㅎ,0,0
704,주,manila 저작권 인스트러먼트 같은 음악으로 잘못 등록돼어있아요,0,0
705,Eunji Christina Lee,Me likey!,0,0
706,하사준,이집 노래 잘 하네,0,0
707,didjdjdkdj djdjd,첫 곡 약간 nct 태용 목소리 닮았다..,0,0
708,둘리,이 맛에 벅스 구독하지,0,0
709,Nine J,아 씨바~~~~  개좋자나 이거~~~,0,0
710,이쓰,광고없애기 저만 안되나요? 예전엔마지막 시간 누르면 없어졌는데,0,0
711,Netwalks,음질이라도 낮춰야 하나 ㅠㅠ 사람들 다 벅스 썼으면 좋겠다!!,0,0
712,g w,우리나라 곡 중에 첫번째곡 비트랑 같은거 있지 않나요??,1,1
713,hihi,17:17 ,0,0
714,lyla,광고 미쳤다,0,0
715,이로로,28:36 Sammy Wilk - Saturday (The Wedding Song),0,0
716,SIM Sungbo,취하고 간다....,0,0
717,미쓰고life,와 광고 너무 많아요 ㅜㅜ,0,0
718,김꽁TV,아..구독하고갈게요,0,0
719,Daniel Yoo,첫곡 이름이 뭐지??,0,0
720,이이이이잉,25:55 제발 노래제목좀요 ㅠㅠㅠ,0,0
721,이공간,첫번째 노래랑 anonymous artists-퇴사 너무 비슷하게 들리는데 기분 탓인가...?,0,0
722,유진,"17:16 Jordan Dennis - Crumbs (feat. Blush'ko, Blasko)",0,0
723,김승현,첫번째 노래 제목 뭐에요?,1,1
724,가리봉,송혜교턱은 언제나봐도 이뻐.,0,0
725,보리네,두번째곡정보좀요락타 첫곡 담who who 세번째곡임,0,0
726,응자,구독박습니다.,0,0
727,pgs,디코 그루비로 -p 들을게읎다 하면 나옴..,0,0
728,지해교미,,0,0
729,유댕,엥 이거 첫곡 어나니머스 뮤직인가 거기 퇴사라는 노래랑 멜로디가 같은것같은데...?,0,0
730,김현수,세상에...,0,0
731,해울,멜론 DJ는 안 하시나요ㅠ??,0,0
732,고은,첫곡 제목뭐에요?,0,0
733,Bob Kim,커버를 essential Jam 으로 읽은 1인,0,0
734,연호YT,,0,0
735,복냥이,감사합니다,0,0
736,RIDER 52,이분 인정,0,0
737,김김김자로 시작하는말,정확히 들은지 2초 만에 오프라인 저장 눌렀다..,0,0
738,Renee lee,에센셜님때문에 벅스러 갈아탈까 생각중임다ㅡㅡ,0,0
739,Park Dias,53분 노래 추천 뭐죠 제목이,0,0
740,Kayo,마닐라부터 죽었어요 저세상힙이다,0,0
741,Shine,,0,0
742,JW Kim,,0,0
743,쿠마,백화점 자라같은데 들어가면 나오는 노래같네,0,0
744,Eliot Juno Yun,"Most Dope, Mac Miller",1,1
745,주시언,첫번째 비트 국힙에서 들어본거 같은데 어디서 들었던거지,0,0
746,펑크,"Manila 나만알던 노래였는데.. 쩝,, 시원섭섭하다 :(",0,0
747,설미연배우,굿굿긋,1,1
748,퓨퓨,이거 귀하다,0,0
749,ssoph,솔찌키 이 썸넬 보고 지나친 사람 없을듯,0,0
750,또또니,AI가 자동으로 연결했나보다. 그런데 음악 죽여주네~~~ 오늘 하루 쥑여주겠네~~ 감사~~,0,0
751,alsgustnr,와..,0,0
752,최신우,앗... 좋다고 했던가요...?!!,0,0
753,Baska P,루미너스랑 친구하고 싶어요 취향저격,0,0
754,백설마녀,"근데 이 썸네일 볼 때마다 궁금한게, 사진에 효리님이신가용?",2,2
755,흔남캐슬 ,좋아요,0,0
756,앙잉응잉,제목이 모에요????,0,0
757,킹킹이,미뗫다…,0,0
758,초초,미쵸,0,0
759,정동현,벅스가 운영하는 계정이에요? 신기하다!,0,0
760,XII XXV,썸네일사진퍼가고싶은데 출처좀 알수있을까요?,0,0
761,갱스터악어,아뉘 이런 노래 어케  아는거여ㅕㅕㅕ,0,0
762,SangHyun Lee,오우쉣...,0,0
763,밝은길,굿,0,0
764,Hwa Yo,Good Lovin' (Rework) · GOLDA 이거 왜 카톡에 안떠 !!!!!!!!!!!!!! ㅂㄷㅂㄷ,0,0
765,리로 라,옛날에 블로그할때 비지엠풍,0,0
766,홍시,"당신 때문에,,, 애플뮤직이고 뭐고 해지했다....... 책임져.....",0,0
767,강아지,"마스카라하는 여자 너무 설래어보이네,,난 마스카라올리면서 설렜던 느낌 느낀적이 언제였던가?.ㅠㅠ",0,0
768,윤예준,첨부터 마닐라 ㄷㄷ,0,0
769,Hyeonseop Lim,배경 Audrey Mika 맞나요?,0,0
770,ataraxia,댓글을 아니 달수가 없어욧 .취저 취저 여기저기 헤매는 타입인데 여기서 그냥 멈췄습니다. 뮤직pd 사기캐,0,0
771,형환 김,도야 넌 너무 예뻐,1,1
772,이그레,Cool,0,0
773,둠둠칫,첫번째곡 퇴사라는 노래랑 비트 비슷한것 같은데 기분탓인가?,2,2
774,이승기,,0,0
775,William_willy윌리,첫곡 이민석-퇴사  똑같네,0,0
776,하잉,다좋은데 광고가 너무 거슬려요,2,2
777,솔직히 좋은것만 댓글쓰는 편,첫곡에서 사로잡네,0,0
778,윤홍규,이부영공룡의얼릴때모습확신시켜줌 유도2단,0,0
779,세상의 모든 TOP100,감사,0,0
780,slayn,코로나 터지기전에 갔던 미국 괌생각나네요 ㄱㅅ..,0,0
781,kimsara,선곡 도라방스,0,0
782,Jihyun Lee,와아ㅏㅏㅏ우 첫곡부터 저격,0,0
783,라라라,,0,0
784,ehdgo7338,"첫번째 곡 ""퇴사""란 곡이랑 같은 MR 쓴거임?",0,0
785,존재와시간,락타 한국 가순데 왜 외국인이 부르지?,0,0
786,한서진,좋아요 100000000000000000000000000000000000개 누를수는 없나요?,0,0
787,epalthek,섬넬사진이 내서타일이라 들어옴....,0,0
788,고동환,필수적인,0,0
789,Niva_Diva,OMG AUDREYYYY BAEEEE,0,0
790,백종우,ㅁㄴㅇㄻㄴㅇㄻㄴㄻㄴㅇㅀㅈㅍㄷ루ㅡㅛㅏㅓㅓㅏㅣㅕㅏ허8ㅕㅗㅓㅏㅡ러,1,1
791,꼴똘기,한곡마다 광고는..ㅠ,0,0
792,도비,홀리몰리ㅣ쩃,0,0
793,슬다미로Piano,좋아요 바로 눌러버리기/;;,0,0
794,침수,좋아좋아좋앚ㅇ자앚앚,0,0
795,호이 hoii,저의 노동요입니당 최고최고,0,0
796,ASDG,광고가 너무 많아요ㅠㅠ,0,0
797,이정민,와 듣다가 광고나와서 광고 신고할뻔했네;;,0,0
798,ACCEL악셀의,Thanks,0,0
799,니가몬대,아니 미쳓다;,1,1
800,꽃미라Login,"체고,,,크",1,1
801,changho lee,맛집 추가,0,0
802,bebeJeje Qo,약간 selected. 느낌이네여 채널자체가,0,0
803,정유,1:04:46 1:04:46 1:04:46 1:04:46 1:04:46 1:04:46 1:04:46 1:04:46,0,0
804,user-jb9yq3os9p,마닐라 있는 거 보고 이거 찐이다 했음,1,1
805,B씨,첫번째음악 이민석 퇴사 똑같은 반주인데?,0,0
806,aesthetic,이거 야무지다 진짜 맛있다,0,0
807,JENNY LEE,1일1청취하러왔슴미다,0,0
808,ines,yeaaaaaaaaaaaaahhhh vibin,0,0
809,Alexis Agulay,yaz manila <33,0,0
810,김수빈,ㅋㅋㅋ 너란여우 ㅋㅋㅋ 너의 행동은 항상 예측할 수가 없구나 바지가랑이를 왜 잡고 있는거냨ㅋㅋㅋ오늘 오전 11시에 새 영상이 올라가요~기대해주시바~~#질척대는_시바 #여우,0,0
811,클래식스콘,사진 짤린줄 알고 스크롤 계속 올렸네..,0,0
812,박희태,첫 곡 퇴사 비트랑 똑같네,0,0
813,J,28:16 서문탁! 서문탁!,0,0
814,dane. k,1:04:45 광고제거,0,0
815,낄룩낄룩,세븐틴 조슈아 픽 앨범커버 보고 들어온 사람 나뿐일까...??ㅠㅠ,0,0
816,홍시크,잘듣고 갑니다 :) 씨익,0,0
817,이종훈,요거 인정,0,0
818,Paolo Sarangaya,Manila!,1,1
819,하잉,노래는좋은데 광고졸라 많네요,0,0
820,김블라,00:0023:06,1,1
821,신연주,10+,0,0
822,GutinH,ㅁ액댜 ㅁ ㅡㅕ냧ㅁ!,0,0
823,Jina Kim,어디 있다가 지금 나타난 거야...,0,0
824,rose,휴 또 내가 아는노래 몰래 훔쳐보고갔네...,0,0
825,에밀리언,아 여기가 마약 제조하는 곳이라고 해서 왔습니다.,0,0
826,룸이넛수,https://aqz.kr/page/102 이거노래개좋음,0,0
827,Ellie,34:2047:18,0,0
828,오늘 하루 음악 #Music for today,와드 박구 가야징,0,0
829,또롱또롱,1:04:4600:00:00,0,0
830,진혁 홍,23:05 i like you but i love me,0,0
831,류우진,01:04:46,0,0
832,우엥,01:04:46,0,0
833,kitten,15:06 엄마시바락교생도멘토미,2,2
834,또르륵,2:22:22,0,0
835,허지나,1:04:46,1,1
836,melona,01:04:46,1,1
837,Jihyun Hong,1:05:20,2,2
838,aa aa,1:10:10,0,0
839,63민건,1:04:44,1,1
840,김의민,2:55:55,0,0
841,기몽kh,썸넬 미카?,0,0
842,Ellen Choi,1:40:46,0,0
843,이현희,1:04:46,0,0
